station_name,datetime,FDOM_QSU,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Malselva - loggestasjon,2018-08-12T08:00:00Z,10.01,6.888,7.27,14.23,2.15
Malselva - loggestasjon,2018-08-12T09:00:00Z,9.96,6.912,7.29,14.26,4.08
Malselva - loggestasjon,2018-08-12T10:00:00Z,9.67,6.934,7.3,14.28,4.63
Malselva - loggestasjon,2018-08-12T11:00:00Z,9.67,7.034,7.31,14.3,6.11
Malselva - loggestasjon,2018-08-12T12:00:00Z,9.91,6.986,7.32,14.27,4.37
Malselva - loggestasjon,2018-08-12T13:00:00Z,9.96,6.915,7.34,14.24,4.86
Malselva - loggestasjon,2018-08-12T14:00:00Z,10.06,7.079,7.27,14.2,5.21
Malselva - loggestasjon,2018-08-12T15:00:00Z,10.74,6.943,7.23,14.15,4.53
Malselva - loggestasjon,2018-08-12T16:00:00Z,11.33,6.957,7.23,14.05,4.77
Malselva - loggestasjon,2018-08-12T17:00:00Z,11.48,6.798,7.22,13.96,8.58
Malselva - loggestasjon,2018-08-12T18:00:00Z,11.77,6.808,7.21,13.84,6.02
Malselva - loggestasjon,2018-08-12T19:00:00Z,12.01,6.832,7.19,13.74,7.66
Malselva - loggestasjon,2018-08-12T20:00:00Z,12.45,6.827,7.18,13.64,5.72
Malselva - loggestasjon,2018-08-12T21:00:00Z,12.94,6.79,NA,13.55,5.95
Malselva - loggestasjon,2018-08-12T22:00:00Z,13.58,6.765,NA,13.44,4.52
Malselva - loggestasjon,2018-08-12T23:00:00Z,13.97,6.717,NA,13.38,6.91
Malselva - loggestasjon,2018-08-13T00:00:00Z,14.26,6.599,NA,13.31,5.9
Malselva - loggestasjon,2018-08-13T01:00:00Z,14.85,6.51,NA,13.24,5.1
Malselva - loggestasjon,2018-08-13T02:00:00Z,15.34,6.478,NA,13.17,5.25
Malselva - loggestasjon,2018-08-13T03:00:00Z,15.82,6.414,NA,13.14,5.73
Malselva - loggestasjon,2018-08-13T04:00:00Z,16.07,6.379,NA,13.1,5.05
Malselva - loggestasjon,2018-08-13T05:00:00Z,16.75,6.329,NA,13.03,3.83
Malselva - loggestasjon,2018-08-13T06:00:00Z,16.85,6.331,NA,12.99,3.97
Malselva - loggestasjon,2018-08-13T07:00:00Z,17.29,6.382,NA,12.95,6.71
Malselva - loggestasjon,2018-08-13T08:00:00Z,17.29,6.459,NA,12.91,4.15
Malselva - loggestasjon,2018-08-13T09:00:00Z,16.9,6.6,NA,12.91,4.8
Malselva - loggestasjon,2018-08-13T10:00:00Z,16.26,6.744,NA,12.91,4.89
Malselva - loggestasjon,2018-08-13T11:00:00Z,16.07,6.845,NA,12.86,4.21
Malselva - loggestasjon,2018-08-13T12:00:00Z,16.07,6.921,7.2,12.78,4.52
Malselva - loggestasjon,2018-08-13T13:00:00Z,16.12,7.039,7.23,12.7,6.09
Malselva - loggestasjon,2018-08-13T14:00:00Z,16.36,6.973,7.25,12.63,3.56
Malselva - loggestasjon,2018-08-13T15:00:00Z,16.75,6.923,7.24,12.61,3.53
Malselva - loggestasjon,2018-08-13T16:00:00Z,17.39,6.843,7.23,12.56,4.28
Malselva - loggestasjon,2018-08-13T17:00:00Z,18.22,6.65,7.23,12.47,3.74
Malselva - loggestasjon,2018-08-13T18:00:00Z,18.75,7.122,7.22,12.37,3.28
Malselva - loggestasjon,2018-08-13T19:00:00Z,19.88,6.447,7.21,12.27,4.13
Malselva - loggestasjon,2018-08-13T20:00:00Z,20.46,5.69,7.21,12.15,4.32
Malselva - loggestasjon,2018-08-13T21:00:00Z,20.27,6.881,7.21,12.06,6.45
Malselva - loggestasjon,2018-08-13T22:00:00Z,20.51,6.977,7.2,11.96,3.77
Malselva - loggestasjon,2018-08-13T23:00:00Z,20.42,6.742,7.2,11.87,5.15
Malselva - loggestasjon,2018-08-14T00:00:00Z,20.12,6.733,7.2,11.79,4.73
Malselva - loggestasjon,2018-08-14T01:00:00Z,19.88,6.636,7.2,11.71,5.79
Malselva - loggestasjon,2018-08-14T02:00:00Z,20.07,6.394,7.19,11.64,4.93
Malselva - loggestasjon,2018-08-14T03:00:00Z,19.98,6.05,7.18,11.59,4.37
Malselva - loggestasjon,2018-08-14T04:00:00Z,19.78,6.201,NA,11.52,5.4
Malselva - loggestasjon,2018-08-14T05:00:00Z,19.93,6.147,NA,11.46,5.85
Malselva - loggestasjon,2018-08-14T06:00:00Z,19.44,6.168,7.18,11.41,4.41
Malselva - loggestasjon,2018-08-14T07:00:00Z,19.34,6.07,7.19,11.4,4.78
Malselva - loggestasjon,2018-08-14T08:00:00Z,19.1,6.071,7.2,11.4,4.14
Malselva - loggestasjon,2018-08-14T09:00:00Z,19,6.056,7.21,11.41,6.46
Malselva - loggestasjon,2018-08-14T10:00:00Z,18.66,6.062,7.23,11.44,4.98
Malselva - loggestasjon,2018-08-14T11:00:00Z,18.46,6.064,7.25,11.46,3.38
Malselva - loggestasjon,2018-08-14T12:00:00Z,18.32,6.075,7.27,11.46,4.27
Malselva - loggestasjon,2018-08-14T13:00:00Z,18.07,6.079,7.29,11.49,4.71
Malselva - loggestasjon,2018-08-14T14:00:00Z,18.27,6.104,7.29,11.48,5.17
Malselva - loggestasjon,2018-08-14T15:00:00Z,18.36,6.127,7.3,11.43,2.95
Malselva - loggestasjon,2018-08-14T16:00:00Z,18.27,6.165,7.31,11.4,3.83
Malselva - loggestasjon,2018-08-14T17:00:00Z,18.07,6.203,7.31,11.4,2.83
Malselva - loggestasjon,2018-08-14T18:00:00Z,17.92,6.263,7.32,11.43,3.93
Malselva - loggestasjon,2018-08-14T19:00:00Z,17.97,6.319,7.33,11.43,3.21
Malselva - loggestasjon,2018-08-14T20:00:00Z,18.27,6.845,7.34,11.37,4.52
Malselva - loggestasjon,2018-08-14T21:00:00Z,18.17,6.642,7.33,11.28,3.02
Malselva - loggestasjon,2018-08-14T22:00:00Z,18.32,6.65,7.33,11.19,3.89
Malselva - loggestasjon,2018-08-14T23:00:00Z,18.66,6.623,7.33,11.11,3.01
Malselva - loggestasjon,2018-08-15T00:00:00Z,18.71,6.48,7.32,11.05,3.81
Malselva - loggestasjon,2018-08-15T01:00:00Z,18.56,6.609,7.31,11,4.75
Malselva - loggestasjon,2018-08-15T02:00:00Z,18.95,6.477,7.3,10.97,5.23
Malselva - loggestasjon,2018-08-15T03:00:00Z,18.9,6.145,7.29,10.97,4.35
Malselva - loggestasjon,2018-08-15T04:00:00Z,19.24,6.154,7.26,10.97,3.62
Malselva - loggestasjon,2018-08-15T05:00:00Z,18.51,6.274,7.22,10.98,2.2
Malselva - loggestasjon,2018-08-15T06:00:00Z,18.8,5.967,7.25,11,4.45
Malselva - loggestasjon,2018-08-15T07:00:00Z,18.32,5.921,7.27,11.08,3.31
Malselva - loggestasjon,2018-08-15T08:00:00Z,18.17,5.905,7.28,11.19,2.79
Malselva - loggestasjon,2018-08-15T09:00:00Z,17.68,5.913,7.29,11.36,2.41
Malselva - loggestasjon,2018-08-15T10:00:00Z,17.73,5.927,7.31,11.47,1.78
Malselva - loggestasjon,2018-08-15T11:00:00Z,17.58,5.948,7.32,11.65,2.54
Malselva - loggestasjon,2018-08-15T12:00:00Z,17.14,6.003,7.36,11.88,2.06
Malselva - loggestasjon,2018-08-15T13:00:00Z,16.65,6.076,7.38,12.03,2.65
Malselva - loggestasjon,2018-08-15T14:00:00Z,16.51,6.121,7.41,12.03,2.27
Malselva - loggestasjon,2018-08-15T15:00:00Z,17.09,6.168,7.43,12.07,2.71
Malselva - loggestasjon,2018-08-15T16:00:00Z,16.75,6.271,7.46,12.15,2.42
Malselva - loggestasjon,2018-08-15T17:00:00Z,17.09,6.34,7.46,12.07,1.88
Malselva - loggestasjon,2018-08-15T18:00:00Z,17.09,6.416,7.45,11.92,2.92
Malselva - loggestasjon,2018-08-15T19:00:00Z,17.39,6.509,7.44,11.76,2.1
Malselva - loggestasjon,2018-08-15T20:00:00Z,17.39,6.613,7.44,11.63,1.89
Malselva - loggestasjon,2018-08-15T21:00:00Z,18.02,6.714,7.43,11.48,1.99
Malselva - loggestasjon,2018-08-15T22:00:00Z,17.83,6.955,7.42,11.37,3.82
Malselva - loggestasjon,2018-08-15T23:00:00Z,17.63,6.851,7.42,11.27,1.96
Malselva - loggestasjon,2018-08-16T00:00:00Z,17.63,6.858,7.42,11.18,2.48
Malselva - loggestasjon,2018-08-16T01:00:00Z,17.44,6.807,7.41,11.1,3.57
Malselva - loggestasjon,2018-08-16T02:00:00Z,17.58,6.706,7.4,11.05,2.67
Malselva - loggestasjon,2018-08-16T03:00:00Z,17.24,6.599,7.4,11.04,2.98
Malselva - loggestasjon,2018-08-16T04:00:00Z,16.85,6.486,7.38,11.05,2.07
Malselva - loggestasjon,2018-08-16T05:00:00Z,16.56,6.385,7.36,11.09,1.52
Malselva - loggestasjon,2018-08-16T06:00:00Z,16.8,6.302,7.36,11.15,2.29
Malselva - loggestasjon,2018-08-16T07:00:00Z,16.51,6.23,7.37,11.24,2.17
Malselva - loggestasjon,2018-08-16T08:00:00Z,16.07,6.192,7.39,11.39,2
Malselva - loggestasjon,2018-08-16T09:00:00Z,16.07,6.165,7.41,11.53,1.61
Malselva - loggestasjon,2018-08-16T10:00:00Z,15.78,6.156,7.43,11.73,2.18
Malselva - loggestasjon,2018-08-16T11:00:00Z,15.14,6.179,7.45,11.95,1.96
Malselva - loggestasjon,2018-08-16T12:00:00Z,14.9,6.198,7.46,12.06,1.65
Malselva - loggestasjon,2018-08-16T13:00:00Z,14.85,6.228,7.49,12.2,1.84
Malselva - loggestasjon,2018-08-16T14:00:00Z,14.9,6.252,7.5,12.27,1.65
Malselva - loggestasjon,2018-08-16T15:00:00Z,14.7,6.289,7.53,12.33,2
Malselva - loggestasjon,2018-08-16T16:00:00Z,14.36,6.303,7.54,12.37,1.9
Malselva - loggestasjon,2018-08-16T17:00:00Z,14.41,6.348,7.55,12.36,1.03
Malselva - loggestasjon,2018-08-16T18:00:00Z,14.36,6.373,7.54,12.32,1.89
Malselva - loggestasjon,2018-08-16T19:00:00Z,14.51,6.435,7.53,12.29,1.58
Malselva - loggestasjon,2018-08-16T20:00:00Z,14.55,6.492,7.52,12.21,1.65
Malselva - loggestasjon,2018-08-16T21:00:00Z,14.99,6.552,7.51,12.14,2.15
Malselva - loggestasjon,2018-08-16T22:00:00Z,14.65,6.62,7.51,12.07,1.83
Malselva - loggestasjon,2018-08-16T23:00:00Z,14.99,6.695,7.51,12.02,2.38
Malselva - loggestasjon,2018-08-17T00:00:00Z,14.75,6.73,7.5,11.97,1.63
Malselva - loggestasjon,2018-08-17T01:00:00Z,14.75,6.768,7.48,11.95,1.6
Malselva - loggestasjon,2018-08-17T02:00:00Z,14.9,6.758,7.46,11.94,1.78
Malselva - loggestasjon,2018-08-17T03:00:00Z,14.65,6.706,7.46,11.94,1.94
Malselva - loggestasjon,2018-08-17T04:00:00Z,14.41,6.655,7.43,11.96,1.62
Malselva - loggestasjon,2018-08-17T05:00:00Z,14.7,6.599,7.41,11.99,1.98
Malselva - loggestasjon,2018-08-17T06:00:00Z,14.46,6.536,7.37,12.02,1.57
Malselva - loggestasjon,2018-08-17T07:00:00Z,14.41,6.477,7.35,12.06,1.4
Malselva - loggestasjon,2018-08-17T08:00:00Z,14.41,6.453,7.35,12.12,5.32
Malselva - loggestasjon,2018-08-17T09:00:00Z,14.75,6.418,7.35,12.19,2.11
Malselva - loggestasjon,2018-08-17T10:00:00Z,14.36,6.382,7.36,12.25,2.99
Malselva - loggestasjon,2018-08-17T11:00:00Z,13.77,6.371,7.38,12.31,2.44
Malselva - loggestasjon,2018-08-17T12:00:00Z,13.82,6.37,7.39,12.4,1.39
Malselva - loggestasjon,2018-08-17T13:00:00Z,13.82,6.372,7.4,12.49,2.48
Malselva - loggestasjon,2018-08-17T14:00:00Z,13.82,6.359,7.4,12.53,1.65
Malselva - loggestasjon,2018-08-17T15:00:00Z,14.11,6.371,7.43,12.58,2.58
Malselva - loggestasjon,2018-08-17T16:00:00Z,14.31,6.38,7.43,12.6,2.06
Malselva - loggestasjon,2018-08-17T17:00:00Z,14.36,6.441,7.41,12.64,2.07
Malselva - loggestasjon,2018-08-17T18:00:00Z,14.6,6.471,7.41,12.64,1.65
Malselva - loggestasjon,2018-08-17T19:00:00Z,14.46,6.498,7.39,12.62,2.79
Malselva - loggestasjon,2018-08-17T20:00:00Z,14.85,6.513,7.38,12.6,2.1
Malselva - loggestasjon,2018-08-17T21:00:00Z,14.75,6.535,7.36,12.54,2.27
Malselva - loggestasjon,2018-08-17T22:00:00Z,14.8,6.593,7.34,12.48,2.38
Malselva - loggestasjon,2018-08-17T23:00:00Z,14.9,6.646,7.34,12.43,2.36
Malselva - loggestasjon,2018-08-18T00:00:00Z,15.29,6.676,7.32,12.4,2.37
Malselva - loggestasjon,2018-08-18T01:00:00Z,15.29,6.703,7.31,12.34,2.69
Malselva - loggestasjon,2018-08-18T02:00:00Z,15.19,6.735,7.3,12.31,2.7
Malselva - loggestasjon,2018-08-18T03:00:00Z,15.38,6.784,7.3,12.28,2.4
Malselva - loggestasjon,2018-08-18T04:00:00Z,14.99,6.835,7.29,12.28,3.04
Malselva - loggestasjon,2018-08-18T05:00:00Z,15.09,6.888,7.29,12.3,1.78
Malselva - loggestasjon,2018-08-18T06:00:00Z,15.14,6.948,7.29,12.39,1.98
Malselva - loggestasjon,2018-08-18T07:00:00Z,14.6,6.989,7.3,12.49,2.97
Malselva - loggestasjon,2018-08-18T08:00:00Z,15.04,7.015,7.31,12.56,2.93
Malselva - loggestasjon,2018-08-18T09:00:00Z,14.6,7.043,7.33,12.65,1.83
Malselva - loggestasjon,2018-08-18T10:00:00Z,14.36,7.042,7.34,12.68,1.9
Malselva - loggestasjon,2018-08-18T11:00:00Z,14.51,7.027,7.35,12.74,2.4
Malselva - loggestasjon,2018-08-18T12:00:00Z,14.41,6.986,7.37,12.79,1.61
Malselva - loggestasjon,2018-08-18T13:00:00Z,14.02,6.969,7.42,13.08,1.85
Malselva - loggestasjon,2018-08-18T14:00:00Z,14.07,6.931,7.43,13.17,2.71
Malselva - loggestasjon,2018-08-18T15:00:00Z,15.63,6.907,7.45,13.31,1.8
Malselva - loggestasjon,2018-08-18T16:00:00Z,13.92,6.87,7.48,13.5,1.45
Malselva - loggestasjon,2018-08-18T17:00:00Z,13.97,6.834,7.49,13.46,1.5
Malselva - loggestasjon,2018-08-18T18:00:00Z,13.92,6.791,7.47,13.42,3.38
Malselva - loggestasjon,2018-08-18T19:00:00Z,14.07,6.767,7.44,13.36,1.99
Malselva - loggestasjon,2018-08-18T20:00:00Z,14.16,6.773,7.43,13.36,1.49
Malselva - loggestasjon,2018-08-18T21:00:00Z,14.31,6.896,7.4,13.33,1.37
Malselva - loggestasjon,2018-08-18T22:00:00Z,14.51,6.765,7.39,13.27,2.2
Malselva - loggestasjon,2018-08-18T23:00:00Z,14.8,6.594,7.37,13.19,1.83
Malselva - loggestasjon,2018-08-19T00:00:00Z,13.72,7.065,7.36,13.1,1.49
Malselva - loggestasjon,2018-08-19T01:00:00Z,15.38,6.823,7.35,13,1.66
Malselva - loggestasjon,2018-08-19T02:00:00Z,15.38,6.839,7.33,12.92,1.99
Malselva - loggestasjon,2018-08-19T03:00:00Z,15.04,6.899,7.33,12.86,1.91
Malselva - loggestasjon,2018-08-19T04:00:00Z,15.29,6.968,7.32,12.8,1.54
Malselva - loggestasjon,2018-08-19T05:00:00Z,15.63,7.037,7.34,12.75,1.62
Malselva - loggestasjon,2018-08-19T06:00:00Z,14.99,7.096,7.33,12.73,1.73
Malselva - loggestasjon,2018-08-19T07:00:00Z,15.14,7.131,7.32,12.76,2.27
Malselva - loggestasjon,2018-08-19T08:00:00Z,14.65,7.152,7.32,12.79,3.5
Malselva - loggestasjon,2018-08-19T09:00:00Z,14.36,7.135,7.32,12.9,2.03
Malselva - loggestasjon,2018-08-19T10:00:00Z,14.31,7.116,7.32,12.91,2.06
Malselva - loggestasjon,2018-08-19T11:00:00Z,14.07,7.09,7.32,13.02,1.72
Malselva - loggestasjon,2018-08-19T12:00:00Z,14.31,7.055,7.33,12.99,1.76
Malselva - loggestasjon,2018-08-19T13:00:00Z,14.16,7.011,7.35,13.05,1.62
Malselva - loggestasjon,2018-08-19T14:00:00Z,13.92,6.956,7.37,13.11,1.79
Malselva - loggestasjon,2018-08-19T15:00:00Z,13.77,6.908,7.36,13.1,3.98
Malselva - loggestasjon,2018-08-19T16:00:00Z,13.82,6.892,7.38,13.13,2.28
Malselva - loggestasjon,2018-08-19T17:00:00Z,13.68,6.849,7.38,13.11,2.94
Malselva - loggestasjon,2018-08-19T18:00:00Z,13.82,6.826,7.37,13.05,2.56
Malselva - loggestasjon,2018-08-19T19:00:00Z,13.48,6.832,7.37,13.01,2.14
Malselva - loggestasjon,2018-08-19T20:00:00Z,13.63,6.843,7.34,12.95,3.45
Malselva - loggestasjon,2018-08-19T21:00:00Z,13.68,6.849,7.33,12.91,2.69
Malselva - loggestasjon,2018-08-19T22:00:00Z,13.14,6.821,7.29,12.86,2.94
Malselva - loggestasjon,2018-08-19T23:00:00Z,13.77,6.786,7.28,12.81,2.12
Malselva - loggestasjon,2018-08-20T00:00:00Z,14.02,6.777,7.26,12.73,2.09
Malselva - loggestasjon,2018-08-20T01:00:00Z,15.63,6.8,7.27,12.67,2.85
Malselva - loggestasjon,2018-08-20T02:00:00Z,14.11,6.847,7.25,12.59,1.7
Malselva - loggestasjon,2018-08-20T03:00:00Z,13.87,6.859,7.24,12.55,2.11
Malselva - loggestasjon,2018-08-20T04:00:00Z,15.63,6.843,7.24,12.49,2.05
Malselva - loggestasjon,2018-08-20T05:00:00Z,14.31,6.829,7.22,12.46,1.77
Malselva - loggestasjon,2018-08-20T06:00:00Z,14.55,6.835,7.23,12.43,2.02
Malselva - loggestasjon,2018-08-20T07:00:00Z,14.02,6.829,7.2,12.39,2.46
Malselva - loggestasjon,2018-08-20T08:00:00Z,15.63,6.849,7.19,12.34,2.44
Malselva - loggestasjon,2018-08-20T09:00:00Z,14.07,6.859,NA,12.33,3.07
Malselva - loggestasjon,2018-08-20T10:00:00Z,14.26,6.835,7.18,12.31,3.47
Malselva - loggestasjon,2018-08-20T11:00:00Z,14.51,6.829,NA,12.29,3.31
Malselva - loggestasjon,2018-08-20T12:00:00Z,14.51,6.809,NA,12.27,4.13
Malselva - loggestasjon,2018-08-20T13:00:00Z,14.31,6.821,7.22,12.39,3.41
Malselva - loggestasjon,2018-08-20T14:00:00Z,14.36,6.881,7.22,12.47,4.44
Malselva - loggestasjon,2018-08-20T15:00:00Z,14.55,6.866,7.2,12.47,3.7
Malselva - loggestasjon,2018-08-20T16:00:00Z,14.95,6.849,NA,12.39,6.24
Malselva - loggestasjon,2018-08-20T17:00:00Z,15.34,6.822,7.18,12.29,8.85
Malselva - loggestasjon,2018-08-20T18:00:00Z,15.92,6.773,NA,12.18,7.84
Malselva - loggestasjon,2018-08-20T19:00:00Z,16.21,6.707,NA,12.08,7.82
Malselva - loggestasjon,2018-08-20T20:00:00Z,16.8,6.609,NA,11.97,7.89
Malselva - loggestasjon,2018-08-20T21:00:00Z,16.9,6.538,NA,11.85,8.95
Malselva - loggestasjon,2018-08-20T22:00:00Z,17.73,6.495,NA,11.77,12.56
Malselva - loggestasjon,2018-08-20T23:00:00Z,18.51,6.512,NA,11.67,7.13
Malselva - loggestasjon,2018-08-21T00:00:00Z,18.9,6.571,NA,11.54,8.44
Malselva - loggestasjon,2018-08-21T01:00:00Z,20.17,6.616,NA,11.43,10.66
Malselva - loggestasjon,2018-08-21T02:00:00Z,20.37,6.697,NA,11.32,4.88
Malselva - loggestasjon,2018-08-21T03:00:00Z,21,6.782,NA,11.21,4.77
Malselva - loggestasjon,2018-08-21T04:00:00Z,21.2,6.871,NA,11.14,4.68
Malselva - loggestasjon,2018-08-21T05:00:00Z,21.49,6.96,NA,11.08,3.9
Malselva - loggestasjon,2018-08-21T06:00:00Z,21.59,7.049,NA,11.04,5.19
Malselva - loggestasjon,2018-08-21T07:00:00Z,21.83,7.119,7.19,11,3.8
Malselva - loggestasjon,2018-08-21T08:00:00Z,21.25,7.146,7.19,10.95,4.82
Malselva - loggestasjon,2018-08-21T09:00:00Z,21.25,7.171,7.19,10.95,2.78
Malselva - loggestasjon,2018-08-21T10:00:00Z,22.32,7.199,7.2,10.94,3.97
Malselva - loggestasjon,2018-08-21T11:00:00Z,22.32,7.263,7.2,10.9,5.68
Malselva - loggestasjon,2018-08-21T12:00:00Z,20.66,7.303,7.21,11.01,5.34
Malselva - loggestasjon,2018-08-21T13:00:00Z,20.42,7.349,7.24,11.01,4.28
Malselva - loggestasjon,2018-08-21T14:00:00Z,20.12,7.382,7.26,11.12,2.78
Malselva - loggestasjon,2018-08-21T15:00:00Z,20.07,7.314,7.27,11.06,4.89
Malselva - loggestasjon,2018-08-21T16:00:00Z,19.88,7.18,7.29,11.06,4.23
Malselva - loggestasjon,2018-08-21T17:00:00Z,19.73,7.031,7.28,11.05,3.11
Malselva - loggestasjon,2018-08-21T18:00:00Z,19.73,6.896,7.27,10.96,3.48
Malselva - loggestasjon,2018-08-21T19:00:00Z,20.27,6.794,7.28,10.83,4.18
Malselva - loggestasjon,2018-08-21T20:00:00Z,20.51,6.765,7.25,10.7,5.17
Malselva - loggestasjon,2018-08-21T21:00:00Z,20.27,6.747,7.24,10.62,4.03
Malselva - loggestasjon,2018-08-21T22:00:00Z,20.27,6.732,7.24,10.53,6.15
Malselva - loggestasjon,2018-08-21T23:00:00Z,20.42,6.68,7.23,10.44,3.72
Malselva - loggestasjon,2018-08-22T00:00:00Z,21.34,6.603,7.21,10.36,5.73
Malselva - loggestasjon,2018-08-22T01:00:00Z,21.34,6.522,7.22,10.29,4.27
Malselva - loggestasjon,2018-08-22T02:00:00Z,21.2,6.433,7.21,10.23,3.76
Malselva - loggestasjon,2018-08-22T03:00:00Z,21.29,6.371,7.2,10.18,3.29
Malselva - loggestasjon,2018-08-22T04:00:00Z,21.44,6.328,7.22,10.13,4.12
Malselva - loggestasjon,2018-08-22T05:00:00Z,21.25,6.302,7.23,10.1,3.69
Malselva - loggestasjon,2018-08-22T06:00:00Z,21.44,6.28,7.24,10.08,4.79
Malselva - loggestasjon,2018-08-22T07:00:00Z,21.54,6.284,7.26,10.08,3.23
Malselva - loggestasjon,2018-08-22T08:00:00Z,21.34,6.287,7.26,10.1,3.81
Malselva - loggestasjon,2018-08-22T09:00:00Z,21.54,6.295,7.27,10.15,3.48
Malselva - loggestasjon,2018-08-22T10:00:00Z,20.9,6.317,7.29,10.23,3.82
Malselva - loggestasjon,2018-08-22T11:00:00Z,22.27,6.333,7.28,10.25,6.21
Malselva - loggestasjon,2018-08-22T12:00:00Z,21.88,6.363,7.28,10.34,3.7
Malselva - loggestasjon,2018-08-22T13:00:00Z,21.83,6.44,7.32,10.44,4.19
Malselva - loggestasjon,2018-08-22T14:00:00Z,21.1,6.54,7.34,10.59,3.61
Malselva - loggestasjon,2018-08-22T15:00:00Z,20.42,6.639,7.34,10.59,3.89
Malselva - loggestasjon,2018-08-22T16:00:00Z,20.12,6.712,7.35,10.58,3.96
Malselva - loggestasjon,2018-08-22T17:00:00Z,20.66,6.792,7.35,10.48,3.57
Malselva - loggestasjon,2018-08-22T18:00:00Z,20.71,6.828,7.33,10.41,3.36
Malselva - loggestasjon,2018-08-22T19:00:00Z,21.29,6.798,7.33,10.36,4.25
Malselva - loggestasjon,2018-08-22T20:00:00Z,21.64,6.821,7.32,10.34,2.8
Malselva - loggestasjon,2018-08-22T21:00:00Z,21.93,6.67,7.32,10.32,3.96
Malselva - loggestasjon,2018-08-22T22:00:00Z,21.44,6.582,7.32,10.3,2.71
Malselva - loggestasjon,2018-08-22T23:00:00Z,22.32,6.536,7.29,10.27,3.68
Malselva - loggestasjon,2018-08-23T00:00:00Z,22.81,6.498,7.31,10.24,3.11
Malselva - loggestasjon,2018-08-23T01:00:00Z,23.05,6.468,7.3,10.23,3.95
Malselva - loggestasjon,2018-08-23T02:00:00Z,23.39,6.441,7.28,10.22,3.44
Malselva - loggestasjon,2018-08-23T03:00:00Z,23.3,6.433,7.28,10.23,3.59
Malselva - loggestasjon,2018-08-23T04:00:00Z,23.54,6.434,7.28,10.25,2.93
Malselva - loggestasjon,2018-08-23T05:00:00Z,23.74,6.423,7.3,10.28,2.55
Malselva - loggestasjon,2018-08-23T06:00:00Z,23.83,6.425,7.3,10.33,2.37
Malselva - loggestasjon,2018-08-23T07:00:00Z,23.39,6.435,7.28,10.4,2.48
Malselva - loggestasjon,2018-08-23T08:00:00Z,22.81,6.44,7.31,10.49,3.14
Malselva - loggestasjon,2018-08-23T09:00:00Z,22.37,6.455,7.33,10.63,2.99
Malselva - loggestasjon,2018-08-23T10:00:00Z,21.2,6.459,7.3,10.74,2.39
Malselva - loggestasjon,2018-08-23T11:00:00Z,21.49,6.452,7.33,10.87,3.04
Malselva - loggestasjon,2018-08-23T12:00:00Z,21.34,6.45,7.36,10.85,3.11
Malselva - loggestasjon,2018-08-23T13:00:00Z,20.95,6.456,7.36,10.97,3.12
Malselva - loggestasjon,2018-08-23T14:00:00Z,19.88,6.466,7.39,11.07,3.17
Malselva - loggestasjon,2018-08-23T15:00:00Z,19.78,6.486,7.37,11.14,2.79
Malselva - loggestasjon,2018-08-23T16:00:00Z,20.51,6.496,7.39,11.17,2.55
Malselva - loggestasjon,2018-08-23T17:00:00Z,20.61,6.52,7.39,11.2,2.57
Malselva - loggestasjon,2018-08-23T18:00:00Z,19.98,6.544,7.41,11.25,3.97
Malselva - loggestasjon,2018-08-23T19:00:00Z,20.37,6.557,7.4,11.35,3.36
Malselva - loggestasjon,2018-08-23T20:00:00Z,20.07,6.57,7.38,11.33,3.64
Malselva - loggestasjon,2018-08-23T21:00:00Z,20.27,6.578,7.39,11.25,2.78
Malselva - loggestasjon,2018-08-23T22:00:00Z,20.42,6.595,7.38,11.17,2.71
Malselva - loggestasjon,2018-08-23T23:00:00Z,20.37,6.599,7.37,11.1,2.71
Malselva - loggestasjon,2018-08-24T00:00:00Z,20.22,6.624,7.38,11.04,1.99
Malselva - loggestasjon,2018-08-24T01:00:00Z,19.49,6.65,7.37,10.99,3.27
Malselva - loggestasjon,2018-08-24T02:00:00Z,20.27,6.672,7.34,10.96,5.56
Malselva - loggestasjon,2018-08-24T03:00:00Z,20.32,6.697,7.32,10.93,2.33
Malselva - loggestasjon,2018-08-24T04:00:00Z,19.83,6.965,7.34,10.91,2.68
Malselva - loggestasjon,2018-08-24T05:00:00Z,19.44,6.775,7.36,10.88,2.27
Malselva - loggestasjon,2018-08-24T06:00:00Z,19,6.816,7.36,10.88,2.93
Malselva - loggestasjon,2018-08-24T07:00:00Z,18.61,7.279,7.38,10.89,2.28
Malselva - loggestasjon,2018-08-24T08:00:00Z,18.07,7.437,7.35,10.94,2.36
Malselva - loggestasjon,2018-08-24T09:00:00Z,17.63,7.362,7.39,11.02,2.09
Malselva - loggestasjon,2018-08-24T10:00:00Z,17.09,7.453,7.4,11.14,3.07
Malselva - loggestasjon,2018-08-24T11:00:00Z,17.63,7.486,7.39,11.24,2.16
Malselva - loggestasjon,2018-08-24T12:00:00Z,16.95,7.52,7.42,11.27,2.09
Malselva - loggestasjon,2018-08-24T13:00:00Z,16.8,6.897,7.45,11.32,2.1
Malselva - loggestasjon,2018-08-24T14:00:00Z,16.56,6.945,7.43,11.39,3.63
Malselva - loggestasjon,2018-08-24T15:00:00Z,16.85,7.439,7.42,11.42,3.3
Malselva - loggestasjon,2018-08-24T16:00:00Z,17.14,6.926,7.45,11.46,2.04
