station_name,datetime,FDOM_QSU,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Malselva - loggestasjon,2019-10-01T08:00:00Z,17.14,6.545,7.698,5.251,1.47
Malselva - loggestasjon,2019-10-01T09:00:00Z,17.09,6.608,7.714,5.294,1.71
Malselva - loggestasjon,2019-10-01T10:00:00Z,17.29,6.614,7.722,5.34,1.72
Malselva - loggestasjon,2019-10-01T11:00:00Z,16.95,6.667,7.723,5.384,1.24
Malselva - loggestasjon,2019-10-01T12:00:00Z,17.05,6.695,7.755,5.415,1.68
Malselva - loggestasjon,2019-10-01T13:00:00Z,17,6.727,7.769,5.455,1.29
Malselva - loggestasjon,2019-10-01T14:00:00Z,16.9,6.776,7.77,5.486,1.58
Malselva - loggestasjon,2019-10-01T15:00:00Z,17,6.786,7.768,5.49,1.32
Malselva - loggestasjon,2019-10-01T16:00:00Z,17.09,6.779,7.783,5.444,1.29
Malselva - loggestasjon,2019-10-01T17:00:00Z,16.9,6.802,7.779,5.382,1.25
Malselva - loggestasjon,2019-10-01T18:00:00Z,17.19,6.797,7.778,5.372,1.34
Malselva - loggestasjon,2019-10-01T19:00:00Z,17.34,6.803,7.772,5.302,1.29
Malselva - loggestasjon,2019-10-01T20:00:00Z,17.29,6.799,7.759,5.252,1.33
Malselva - loggestasjon,2019-10-01T21:00:00Z,17.68,6.783,7.748,5.138,1.13
Malselva - loggestasjon,2019-10-01T22:00:00Z,17.88,6.77,7.733,5.044,1.71
Malselva - loggestasjon,2019-10-01T23:00:00Z,18.66,6.761,7.729,4.979,1.36
Malselva - loggestasjon,2019-10-02T00:00:00Z,18.9,6.773,7.723,4.875,1.84
Malselva - loggestasjon,2019-10-02T01:00:00Z,18.95,6.809,7.719,4.805,1.57
Malselva - loggestasjon,2019-10-02T02:00:00Z,19.73,6.857,7.725,4.737,3.85
Malselva - loggestasjon,2019-10-02T03:00:00Z,20.17,6.896,7.728,4.704,1.45
Malselva - loggestasjon,2019-10-02T04:00:00Z,20.37,6.933,7.734,4.678,1.47
Malselva - loggestasjon,2019-10-02T05:00:00Z,20.56,6.949,7.725,4.658,1.34
Malselva - loggestasjon,2019-10-02T06:00:00Z,20.9,6.931,7.744,4.587,1.36
Malselva - loggestasjon,2019-10-02T07:00:00Z,21.39,6.928,7.728,4.578,1.19
Malselva - loggestasjon,2019-10-02T08:00:00Z,21.29,6.879,7.749,4.573,1.32
Malselva - loggestasjon,2019-10-02T09:00:00Z,21.54,6.799,7.759,4.601,1.42
Malselva - loggestasjon,2019-10-02T10:00:00Z,21.68,6.762,7.76,4.659,1.97
Malselva - loggestasjon,2019-10-02T11:00:00Z,21.88,6.712,7.761,4.668,2.23
Malselva - loggestasjon,2019-10-02T12:00:00Z,21.73,6.696,7.772,4.715,1.81
Malselva - loggestasjon,2019-10-02T13:00:00Z,21.34,6.699,7.789,4.745,1.73
Malselva - loggestasjon,2019-10-02T14:00:00Z,21.54,6.717,7.79,4.731,1.85
Malselva - loggestasjon,2019-10-02T15:00:00Z,21.34,6.772,7.793,4.706,1.45
Malselva - loggestasjon,2019-10-02T16:00:00Z,21.34,6.818,7.796,4.676,1.41
Malselva - loggestasjon,2019-10-02T17:00:00Z,21.05,6.845,7.787,4.63,1.42
Malselva - loggestasjon,2019-10-02T18:00:00Z,21.15,6.873,7.792,4.534,1.42
Malselva - loggestasjon,2019-10-02T19:00:00Z,21.15,6.871,7.788,4.484,2.09
Malselva - loggestasjon,2019-10-02T20:00:00Z,21,6.821,7.767,4.398,1.36
Malselva - loggestasjon,2019-10-02T21:00:00Z,20.9,6.756,7.758,4.367,1.54
Malselva - loggestasjon,2019-10-02T22:00:00Z,20.81,6.692,7.746,4.256,1.35
Malselva - loggestasjon,2019-10-02T23:00:00Z,20.61,6.563,7.736,4.173,1.44
Malselva - loggestasjon,2019-10-03T00:00:00Z,20.56,6.548,7.725,4.178,0.89
Malselva - loggestasjon,2019-10-03T01:00:00Z,20.46,6.428,7.721,4.144,0.88
Malselva - loggestasjon,2019-10-03T02:00:00Z,20.27,6.413,7.711,4.197,0.95
Malselva - loggestasjon,2019-10-03T03:00:00Z,20.56,6.325,7.702,4.04,0.85
Malselva - loggestasjon,2019-10-03T04:00:00Z,19.98,6.241,7.692,3.972,0.9
Malselva - loggestasjon,2019-10-03T05:00:00Z,20.22,6.226,7.695,3.934,1.76
Malselva - loggestasjon,2019-10-03T06:00:00Z,19.83,6.238,7.692,3.947,1.14
Malselva - loggestasjon,2019-10-03T07:00:00Z,20.12,6.191,7.702,3.94,0.97
Malselva - loggestasjon,2019-10-03T08:00:00Z,19.34,6.195,7.701,3.911,0.93
Malselva - loggestasjon,2019-10-03T09:00:00Z,19.05,6.211,7.713,3.919,0.83
Malselva - loggestasjon,2019-10-03T10:00:00Z,19.34,6.242,7.725,3.951,3.02
Malselva - loggestasjon,2019-10-03T11:00:00Z,18.71,6.285,7.729,3.987,1.22
Malselva - loggestasjon,2019-10-03T12:00:00Z,18.8,6.319,7.753,4.05,0.95
Malselva - loggestasjon,2019-10-03T13:00:00Z,18.32,6.363,7.759,4.082,1.13
Malselva - loggestasjon,2019-10-03T14:00:00Z,18.41,6.393,7.767,4.099,0.97
Malselva - loggestasjon,2019-10-03T15:00:00Z,18.36,6.387,7.76,4.091,1.2
Malselva - loggestasjon,2019-10-03T16:00:00Z,18.17,6.377,7.767,4.07,1.39
Malselva - loggestasjon,2019-10-03T17:00:00Z,18.17,6.345,7.762,4.044,1.58
Malselva - loggestasjon,2019-10-03T18:00:00Z,18.02,6.313,7.751,3.985,1.21
Malselva - loggestasjon,2019-10-03T19:00:00Z,17.88,6.304,7.741,3.992,1.48
Malselva - loggestasjon,2019-10-03T20:00:00Z,18.17,6.26,7.733,3.948,1.08
Malselva - loggestasjon,2019-10-03T21:00:00Z,18.12,6.225,7.724,3.861,0.96
Malselva - loggestasjon,2019-10-03T22:00:00Z,18.32,6.185,7.713,3.84,1.18
Malselva - loggestasjon,2019-10-03T23:00:00Z,18.36,6.19,7.708,3.774,2.36
Malselva - loggestasjon,2019-10-04T00:00:00Z,17.97,6.153,7.696,3.772,0.94
Malselva - loggestasjon,2019-10-04T01:00:00Z,18.32,6.115,7.694,3.748,1.19
Malselva - loggestasjon,2019-10-04T02:00:00Z,18.22,6.094,7.684,3.732,0.9
Malselva - loggestasjon,2019-10-04T03:00:00Z,18.27,6.102,7.684,3.673,1.33
Malselva - loggestasjon,2019-10-04T04:00:00Z,18.12,6.099,7.679,3.671,1.61
Malselva - loggestasjon,2019-10-04T05:00:00Z,17.97,6.141,7.681,3.622,1.18
Malselva - loggestasjon,2019-10-04T06:00:00Z,17.97,6.121,7.686,3.61,1.71
Malselva - loggestasjon,2019-10-04T07:00:00Z,17.53,6.13,7.686,3.601,2.04
Malselva - loggestasjon,2019-10-04T08:00:00Z,17.73,6.08,7.696,3.679,1.15
Malselva - loggestasjon,2019-10-04T09:00:00Z,17.83,6.076,7.694,3.613,1
Malselva - loggestasjon,2019-10-04T10:00:00Z,17.34,5.919,7.703,3.653,2.03
Malselva - loggestasjon,2019-10-04T11:00:00Z,15.97,5.849,7.709,3.699,1.39
Malselva - loggestasjon,2019-10-04T12:00:00Z,15.92,5.721,7.698,3.749,2.77
Malselva - loggestasjon,2019-10-04T13:00:00Z,15.58,5.685,7.699,3.817,1.49
Malselva - loggestasjon,2019-10-04T14:00:00Z,15.78,5.592,7.697,3.828,1.23
Malselva - loggestasjon,2019-10-04T15:00:00Z,16.12,5.518,7.696,3.782,1.77
Malselva - loggestasjon,2019-10-04T16:00:00Z,15.43,5.492,7.683,3.84,1.37
Malselva - loggestasjon,2019-10-04T17:00:00Z,15.73,5.454,7.692,3.818,1.22
Malselva - loggestasjon,2019-10-04T18:00:00Z,15.34,5.46,7.692,3.7,1.5
Malselva - loggestasjon,2019-10-04T19:00:00Z,15.38,5.427,7.679,3.759,1.51
Malselva - loggestasjon,2019-10-04T20:00:00Z,15.38,5.442,7.676,3.634,1.71
Malselva - loggestasjon,2019-10-04T21:00:00Z,15.58,5.276,7.659,3.692,1.31
Malselva - loggestasjon,2019-10-04T22:00:00Z,15.68,5.501,7.652,3.655,0.97
Malselva - loggestasjon,2019-10-04T23:00:00Z,15.58,5.585,7.65,3.633,0.99
Malselva - loggestasjon,2019-10-05T00:00:00Z,15.63,5.691,7.663,3.534,1.22
Malselva - loggestasjon,2019-10-05T01:00:00Z,15.68,5.747,7.664,3.433,1.44
Malselva - loggestasjon,2019-10-05T02:00:00Z,15.63,5.786,7.661,3.476,1.2
Malselva - loggestasjon,2019-10-05T03:00:00Z,15.43,5.744,7.664,3.446,1.45
Malselva - loggestasjon,2019-10-05T04:00:00Z,15.29,5.677,7.67,3.48,1.34
Malselva - loggestasjon,2019-10-05T05:00:00Z,15.53,5.629,7.664,3.668,1.19
Malselva - loggestasjon,2019-10-05T06:00:00Z,15.34,5.529,7.656,3.594,2.66
Malselva - loggestasjon,2019-10-05T07:00:00Z,15.38,5.487,7.658,3.624,1.48
Malselva - loggestasjon,2019-10-05T08:00:00Z,14.85,5.407,7.651,3.688,1.48
Malselva - loggestasjon,2019-10-05T09:00:00Z,16.12,5.383,7.646,3.883,1.07
Malselva - loggestasjon,2019-10-05T10:00:00Z,14.55,5.417,7.636,3.852,1.16
Malselva - loggestasjon,2019-10-05T11:00:00Z,14.9,5.343,7.648,3.848,1.33
Malselva - loggestasjon,2019-10-05T12:00:00Z,15.29,5.382,7.629,3.932,1.35
Malselva - loggestasjon,2019-10-05T13:00:00Z,14.11,5.288,7.653,3.98,1.48
Malselva - loggestasjon,2019-10-05T14:00:00Z,14.55,5.28,7.669,3.99,2.28
Malselva - loggestasjon,2019-10-05T15:00:00Z,15.63,5.276,7.666,4.027,2.42
Malselva - loggestasjon,2019-10-05T16:00:00Z,14.07,5.298,7.659,4.047,2
Malselva - loggestasjon,2019-10-05T17:00:00Z,14.16,5.286,7.663,4.066,1.72
Malselva - loggestasjon,2019-10-05T18:00:00Z,14.07,5.273,7.667,4.062,1.55
Malselva - loggestasjon,2019-10-05T19:00:00Z,14.6,5.307,7.659,4.075,1.52
Malselva - loggestasjon,2019-10-05T20:00:00Z,14.46,5.331,7.653,4.062,2.14
Malselva - loggestasjon,2019-10-05T21:00:00Z,14.51,5.372,7.646,4.043,1.78
Malselva - loggestasjon,2019-10-05T22:00:00Z,14.41,5.412,7.644,4.058,1.27
Malselva - loggestasjon,2019-10-05T23:00:00Z,14.41,5.446,7.645,4.023,2.48
Malselva - loggestasjon,2019-10-06T00:00:00Z,14.75,5.473,7.64,4.017,1.39
Malselva - loggestasjon,2019-10-06T01:00:00Z,14.95,5.5,7.639,4.008,1.5
Malselva - loggestasjon,2019-10-06T02:00:00Z,15.58,5.51,7.637,4.018,1.72
Malselva - loggestasjon,2019-10-06T03:00:00Z,14.85,5.517,7.64,4.011,1.39
Malselva - loggestasjon,2019-10-06T04:00:00Z,14.85,5.518,7.64,4.025,1.49
Malselva - loggestasjon,2019-10-06T05:00:00Z,14.85,5.505,7.646,4.042,1.66
Malselva - loggestasjon,2019-10-06T06:00:00Z,14.95,5.522,7.643,4.047,1.31
Malselva - loggestasjon,2019-10-06T07:00:00Z,14.6,5.526,7.638,4.06,1.94
Malselva - loggestasjon,2019-10-06T08:00:00Z,14.99,5.518,7.64,4.084,1.21
Malselva - loggestasjon,2019-10-06T09:00:00Z,15.29,5.531,7.645,4.12,2.11
Malselva - loggestasjon,2019-10-06T10:00:00Z,14.6,5.533,7.644,4.147,1.92
Malselva - loggestasjon,2019-10-06T11:00:00Z,14.7,5.513,7.644,4.188,1.42
Malselva - loggestasjon,2019-10-06T12:00:00Z,14.65,5.512,7.658,4.254,1.78
Malselva - loggestasjon,2019-10-06T13:00:00Z,14.7,5.498,7.669,4.301,1.76
Malselva - loggestasjon,2019-10-06T14:00:00Z,14.55,5.499,7.66,4.335,1.25
Malselva - loggestasjon,2019-10-06T15:00:00Z,14.41,5.503,7.663,4.371,1.7
Malselva - loggestasjon,2019-10-06T16:00:00Z,14.36,5.528,7.658,4.392,2.41
Malselva - loggestasjon,2019-10-06T17:00:00Z,14.41,5.069,7.674,4.418,1.31
Malselva - loggestasjon,2019-10-06T18:00:00Z,14.6,5.459,7.663,4.418,1.33
Malselva - loggestasjon,2019-10-06T19:00:00Z,13.38,5.479,7.654,4.451,3.75
Malselva - loggestasjon,2019-10-06T20:00:00Z,14.65,5.481,7.651,4.464,1.63
Malselva - loggestasjon,2019-10-06T21:00:00Z,14.65,5.485,7.636,4.481,1.51
Malselva - loggestasjon,2019-10-06T22:00:00Z,14.85,5.509,7.62,4.469,1.92
Malselva - loggestasjon,2019-10-06T23:00:00Z,15.29,5.544,7.632,4.473,1.39
Malselva - loggestasjon,2019-10-07T00:00:00Z,15.43,5.573,7.632,4.472,1.57
Malselva - loggestasjon,2019-10-07T01:00:00Z,15.43,5.6,7.633,4.466,1.74
Malselva - loggestasjon,2019-10-07T02:00:00Z,15.53,5.589,7.627,4.464,1.65
Malselva - loggestasjon,2019-10-07T03:00:00Z,15.34,5.521,7.629,4.464,2.59
Malselva - loggestasjon,2019-10-07T04:00:00Z,15.29,5.497,7.628,4.458,2.02
Malselva - loggestasjon,2019-10-07T05:00:00Z,15.29,5.463,7.626,4.447,1.92
Malselva - loggestasjon,2019-10-07T06:00:00Z,15.24,5.41,7.623,4.443,1.79
Malselva - loggestasjon,2019-10-07T07:00:00Z,15.68,5.434,7.626,4.467,2.26
Malselva - loggestasjon,2019-10-07T08:00:00Z,15.63,5.427,7.632,4.496,1.62
Malselva - loggestasjon,2019-10-07T09:00:00Z,15.78,5.448,7.631,4.546,1.99
Malselva - loggestasjon,2019-10-07T10:00:00Z,15.63,5.414,7.652,4.613,2.12
Malselva - loggestasjon,2019-10-07T11:00:00Z,15.24,5.472,7.652,4.648,1.68
Malselva - loggestasjon,2019-10-07T12:00:00Z,15.09,5.265,7.651,4.688,2.03
Malselva - loggestasjon,2019-10-07T13:00:00Z,14.7,5.193,7.646,4.712,2.56
Malselva - loggestasjon,2019-10-07T14:00:00Z,15.04,5.128,7.648,4.718,2.48
Malselva - loggestasjon,2019-10-07T15:00:00Z,14.7,5.129,7.654,4.765,2.48
Malselva - loggestasjon,2019-10-07T16:00:00Z,14.65,5.14,7.635,4.781,3.11
Malselva - loggestasjon,2019-10-07T17:00:00Z,15.19,5.158,7.625,4.766,1.89
Malselva - loggestasjon,2019-10-07T18:00:00Z,15.24,5.172,7.619,4.738,2.65
Malselva - loggestasjon,2019-10-07T19:00:00Z,15.43,5.185,7.616,4.721,2.28
Malselva - loggestasjon,2019-10-07T20:00:00Z,16.12,5.204,7.616,4.616,3.1
Malselva - loggestasjon,2019-10-07T21:00:00Z,16.46,5.256,7.608,4.551,2.38
Malselva - loggestasjon,2019-10-07T22:00:00Z,16.75,5.297,7.602,4.508,2.31
Malselva - loggestasjon,2019-10-07T23:00:00Z,17.29,5.317,7.606,4.442,2.53
Malselva - loggestasjon,2019-10-08T00:00:00Z,17.68,5.28,7.617,4.325,1.84
Malselva - loggestasjon,2019-10-08T01:00:00Z,17.53,5.308,7.601,4.31,2.48
Malselva - loggestasjon,2019-10-08T02:00:00Z,18.02,5.306,7.607,4.269,2.56
Malselva - loggestasjon,2019-10-08T03:00:00Z,18.46,5.291,7.606,4.168,2.64
Malselva - loggestasjon,2019-10-08T04:00:00Z,18.36,5.307,7.603,4.184,1.66
Malselva - loggestasjon,2019-10-08T05:00:00Z,18.61,5.3,7.606,4.159,1.73
Malselva - loggestasjon,2019-10-08T06:00:00Z,18.46,5.374,7.604,4.045,1.39
Malselva - loggestasjon,2019-10-08T07:00:00Z,18.8,5.342,7.607,4.004,1.4
Malselva - loggestasjon,2019-10-08T08:00:00Z,18.9,5.328,7.62,3.984,1.71
Malselva - loggestasjon,2019-10-08T09:00:00Z,19.05,5.364,7.625,3.995,1.96
Malselva - loggestasjon,2019-10-08T10:00:00Z,18.8,5.448,7.646,3.996,2.1
Malselva - loggestasjon,2019-10-08T11:00:00Z,18.66,5.308,7.655,4.038,2.63
Malselva - loggestasjon,2019-10-08T12:00:00Z,18.51,5.272,7.657,4.069,1.78
Malselva - loggestasjon,2019-10-08T13:00:00Z,18.27,5.336,7.664,4.081,1.7
Malselva - loggestasjon,2019-10-08T14:00:00Z,18.32,5.274,7.66,4.066,2.3
Malselva - loggestasjon,2019-10-08T15:00:00Z,18.32,5.254,7.661,4.073,1.78
Malselva - loggestasjon,2019-10-08T16:00:00Z,18.61,5.282,7.656,4.051,1.92
Malselva - loggestasjon,2019-10-08T17:00:00Z,18.32,5.291,7.655,4.009,1.9
Malselva - loggestasjon,2019-10-08T18:00:00Z,18.66,5.298,7.639,3.95,2.28
Malselva - loggestasjon,2019-10-08T19:00:00Z,18.46,5.298,7.642,3.888,1.97
Malselva - loggestasjon,2019-10-08T20:00:00Z,18.46,5.294,7.629,3.801,1.89
Malselva - loggestasjon,2019-10-08T21:00:00Z,18.61,5.324,7.625,3.684,1.54
Malselva - loggestasjon,2019-10-08T22:00:00Z,18.12,5.289,7.632,3.638,1.53
Malselva - loggestasjon,2019-10-08T23:00:00Z,18.32,5.264,7.637,3.748,1.6
Malselva - loggestasjon,2019-10-09T00:00:00Z,18.27,5.254,7.626,3.581,1.85
Malselva - loggestasjon,2019-10-09T01:00:00Z,17.97,5.19,7.633,3.548,1.71
Malselva - loggestasjon,2019-10-09T02:00:00Z,17.92,4.921,7.627,3.589,1.44
Malselva - loggestasjon,2019-10-09T03:00:00Z,17.92,4.916,7.627,3.579,1.49
Malselva - loggestasjon,2019-10-09T04:00:00Z,17.88,4.991,7.626,3.509,1.91
Malselva - loggestasjon,2019-10-09T05:00:00Z,18.07,4.962,7.605,3.377,1.51
Malselva - loggestasjon,2019-10-09T06:00:00Z,17.44,4.961,7.621,3.437,1.32
Malselva - loggestasjon,2019-10-09T07:00:00Z,18.46,4.99,7.636,3.361,1.38
Malselva - loggestasjon,2019-10-09T08:00:00Z,16.65,5.081,7.635,3.446,1.38
Malselva - loggestasjon,2019-10-09T09:00:00Z,16.95,5.112,7.654,3.304,1.57
Malselva - loggestasjon,2019-10-09T10:00:00Z,18.12,5.087,7.64,3.344,1.27
Malselva - loggestasjon,2019-10-09T11:00:00Z,17.34,5.111,7.634,3.471,1.4
Malselva - loggestasjon,2019-10-09T12:00:00Z,17.44,5.359,7.656,3.597,1.39
Malselva - loggestasjon,2019-10-09T13:00:00Z,17.83,5.327,7.656,3.629,1.2
Malselva - loggestasjon,2019-10-09T14:00:00Z,17.83,5.338,7.647,3.587,1.28
Malselva - loggestasjon,2019-10-09T15:00:00Z,17.53,5.316,7.648,3.642,1.29
Malselva - loggestasjon,2019-10-09T16:00:00Z,17.29,5.317,7.662,3.533,1.72
Malselva - loggestasjon,2019-10-09T17:00:00Z,17.34,5.322,7.659,3.416,1.35
Malselva - loggestasjon,2019-10-09T18:00:00Z,17.48,5.317,7.662,3.385,1.32
Malselva - loggestasjon,2019-10-09T19:00:00Z,17.78,5.363,7.663,3.306,1.38
Malselva - loggestasjon,2019-10-09T20:00:00Z,17.53,5.362,7.654,3.276,1.84
Malselva - loggestasjon,2019-10-09T21:00:00Z,17.24,5.361,7.652,3.274,2.31
Malselva - loggestasjon,2019-10-09T22:00:00Z,17.44,5.367,7.646,3.263,1.68
Malselva - loggestasjon,2019-10-09T23:00:00Z,16.85,5.303,7.65,3.172,1.58
Malselva - loggestasjon,2019-10-10T00:00:00Z,16.17,4.997,7.645,3.282,2.56
Malselva - loggestasjon,2019-10-10T01:00:00Z,17.39,4.951,7.645,3.186,1.29
Malselva - loggestasjon,2019-10-10T02:00:00Z,16.12,4.86,7.648,3.008,2.04
Malselva - loggestasjon,2019-10-10T03:00:00Z,15.24,4.81,7.633,3.067,2.07
Malselva - loggestasjon,2019-10-10T04:00:00Z,16.8,4.77,7.629,3.092,1.5
Malselva - loggestasjon,2019-10-10T05:00:00Z,15.53,4.783,7.621,2.934,2.02
Malselva - loggestasjon,2019-10-10T06:00:00Z,15.63,4.818,7.616,2.996,1.94
Malselva - loggestasjon,2019-10-10T07:00:00Z,16.02,4.829,7.627,2.994,1.88
Malselva - loggestasjon,2019-10-10T08:00:00Z,15.87,4.906,7.635,2.893,1.96
Malselva - loggestasjon,2019-10-10T09:00:00Z,15.97,4.905,7.642,2.79,2.75
Malselva - loggestasjon,2019-10-10T10:00:00Z,15.82,4.889,7.642,2.867,2.44
Malselva - loggestasjon,2019-10-10T11:00:00Z,15.73,4.839,7.644,2.87,1.85
Malselva - loggestasjon,2019-10-10T12:00:00Z,15.78,4.836,7.574,2.915,1.77
Malselva - loggestasjon,2019-10-10T13:00:00Z,15.14,4.848,7.651,2.983,1.93
Malselva - loggestasjon,2019-10-10T14:00:00Z,14.95,4.834,7.658,2.922,1.52
Malselva - loggestasjon,2019-10-10T15:00:00Z,14.99,4.836,7.634,2.92,1.65
Malselva - loggestasjon,2019-10-10T16:00:00Z,15.29,4.849,7.658,2.923,1.91
Malselva - loggestasjon,2019-10-10T17:00:00Z,15.38,4.858,7.659,2.893,1.44
Malselva - loggestasjon,2019-10-10T18:00:00Z,14.85,4.853,7.66,2.908,1.84
Malselva - loggestasjon,2019-10-10T19:00:00Z,14.95,4.846,7.651,2.884,1.53
Malselva - loggestasjon,2019-10-10T20:00:00Z,15.24,4.849,7.643,2.952,1.4
Malselva - loggestasjon,2019-10-10T21:00:00Z,14.95,4.797,7.644,2.846,1.42
Malselva - loggestasjon,2019-10-10T22:00:00Z,15.24,4.812,7.638,2.829,1.58
Malselva - loggestasjon,2019-10-10T23:00:00Z,15.24,4.789,7.629,2.745,1.49
Malselva - loggestasjon,2019-10-11T00:00:00Z,15.04,4.793,7.638,2.621,2.36
Malselva - loggestasjon,2019-10-11T01:00:00Z,15.34,4.76,7.628,2.684,1.41
Malselva - loggestasjon,2019-10-11T02:00:00Z,14.85,4.784,7.635,2.718,1.54
Malselva - loggestasjon,2019-10-11T03:00:00Z,14.9,4.745,7.637,2.649,2.15
Malselva - loggestasjon,2019-10-11T04:00:00Z,15.04,4.762,7.63,2.525,1.34
Malselva - loggestasjon,2019-10-11T05:00:00Z,14.9,4.801,7.625,2.492,1.57
Malselva - loggestasjon,2019-10-11T06:00:00Z,14.8,4.78,7.628,2.435,2.02
Malselva - loggestasjon,2019-10-11T07:00:00Z,14.85,4.779,7.619,2.295,1.5
Malselva - loggestasjon,2019-10-11T08:00:00Z,14.95,4.818,7.629,2.139,1.65
Malselva - loggestasjon,2019-10-11T09:00:00Z,14.95,4.844,7.62,2.09,1.7
Malselva - loggestasjon,2019-10-11T10:00:00Z,14.75,4.924,7.639,2.127,1.47
Malselva - loggestasjon,2019-10-11T11:00:00Z,14.6,4.902,7.642,2.066,1.4
Malselva - loggestasjon,2019-10-11T12:00:00Z,14.7,4.878,7.652,2.097,1.37
Malselva - loggestasjon,2019-10-11T13:00:00Z,14.41,4.862,7.655,2.133,1.47
Malselva - loggestasjon,2019-10-11T14:00:00Z,13.97,4.839,7.659,2.119,1.38
Malselva - loggestasjon,2019-10-11T15:00:00Z,14.02,4.838,7.662,2.18,1.55
Malselva - loggestasjon,2019-10-11T16:00:00Z,14.46,4.832,7.663,2.199,3.97
Malselva - loggestasjon,2019-10-11T17:00:00Z,14.02,4.824,7.663,2.089,1.32
Malselva - loggestasjon,2019-10-11T18:00:00Z,14.11,4.829,7.659,2.105,1.27
Malselva - loggestasjon,2019-10-11T19:00:00Z,15.63,4.835,7.652,2.072,1.39
Malselva - loggestasjon,2019-10-11T20:00:00Z,14.31,4.836,7.641,2.141,1.67
Malselva - loggestasjon,2019-10-11T21:00:00Z,13.82,4.848,7.641,1.976,1.42
Malselva - loggestasjon,2019-10-11T22:00:00Z,13.87,4.825,7.638,1.84,1.42
Malselva - loggestasjon,2019-10-11T23:00:00Z,14.16,4.809,7.635,1.93,1.62
Malselva - loggestasjon,2019-10-12T00:00:00Z,13.97,4.796,7.633,1.779,1.49
Malselva - loggestasjon,2019-10-12T01:00:00Z,13.72,4.817,7.639,1.666,1.65
Malselva - loggestasjon,2019-10-12T02:00:00Z,14.02,4.812,7.636,1.71,1.55
Malselva - loggestasjon,2019-10-12T03:00:00Z,13.77,4.795,7.634,1.6,1.35
Malselva - loggestasjon,2019-10-12T04:00:00Z,13.82,4.819,7.639,1.511,1.37
Malselva - loggestasjon,2019-10-12T05:00:00Z,13.77,4.676,7.642,1.377,1.64
Malselva - loggestasjon,2019-10-12T06:00:00Z,13.63,4.805,7.632,1.277,1.31
Malselva - loggestasjon,2019-10-12T07:00:00Z,13.77,4.797,7.631,1.254,1.35
Malselva - loggestasjon,2019-10-12T08:00:00Z,13.77,4.771,7.627,1.311,1.22
Malselva - loggestasjon,2019-10-12T09:00:00Z,13.58,4.792,7.64,1.207,4.65
Malselva - loggestasjon,2019-10-12T10:00:00Z,13.28,4.758,7.643,1.242,1.22
Malselva - loggestasjon,2019-10-12T11:00:00Z,13.28,4.774,7.642,1.251,1.23
Malselva - loggestasjon,2019-10-12T12:00:00Z,13.48,4.788,7.645,1.291,1.72
Malselva - loggestasjon,2019-10-12T13:00:00Z,13.87,4.795,7.653,1.343,1.68
Malselva - loggestasjon,2019-10-12T14:00:00Z,13.68,4.775,7.649,1.328,1.49
Malselva - loggestasjon,2019-10-12T15:00:00Z,13.63,4.762,7.657,1.317,1.41
Malselva - loggestasjon,2019-10-12T16:00:00Z,15.63,4.768,7.658,1.36,1.4
Malselva - loggestasjon,2019-10-12T17:00:00Z,13.38,4.838,7.659,1.195,1.58
Malselva - loggestasjon,2019-10-12T18:00:00Z,13.72,4.893,7.666,1.236,1.41
Malselva - loggestasjon,2019-10-12T19:00:00Z,13.68,4.943,7.661,1.205,1.42
Malselva - loggestasjon,2019-10-12T20:00:00Z,13.68,4.969,7.663,1.072,1.6
Malselva - loggestasjon,2019-10-12T21:00:00Z,13.72,5.001,7.656,0.992,1.57
Malselva - loggestasjon,2019-10-12T22:00:00Z,14.02,4.967,7.657,1.06,1.53
Malselva - loggestasjon,2019-10-12T23:00:00Z,13.63,4.914,7.646,0.964,1.55
Malselva - loggestasjon,2019-10-13T00:00:00Z,13.97,4.874,7.644,0.847,1.65
Malselva - loggestasjon,2019-10-13T01:00:00Z,13.77,4.857,7.639,0.874,1.45
Malselva - loggestasjon,2019-10-13T02:00:00Z,13.53,4.833,7.643,0.835,1.39
Malselva - loggestasjon,2019-10-13T03:00:00Z,13.38,4.741,7.638,0.909,1.67
Malselva - loggestasjon,2019-10-13T04:00:00Z,13.28,4.704,7.641,0.822,1.86
Malselva - loggestasjon,2019-10-13T05:00:00Z,15.63,4.704,7.643,0.791,1.67
Malselva - loggestasjon,2019-10-13T06:00:00Z,13.38,4.72,7.646,0.805,1.45
Malselva - loggestasjon,2019-10-13T07:00:00Z,13.28,4.708,7.647,0.845,1.8
Malselva - loggestasjon,2019-10-13T08:00:00Z,13.28,4.713,7.646,0.83,1.68
Malselva - loggestasjon,2019-10-13T09:00:00Z,13.28,4.726,7.652,0.886,1.63
Malselva - loggestasjon,2019-10-13T10:00:00Z,13.28,4.724,7.654,0.918,1.51
Malselva - loggestasjon,2019-10-13T11:00:00Z,12.8,4.738,7.66,0.992,1.6
Malselva - loggestasjon,2019-10-13T12:00:00Z,12.94,4.749,7.66,1.044,1.55
Malselva - loggestasjon,2019-10-13T13:00:00Z,13.14,4.756,7.663,1.109,1.35
Malselva - loggestasjon,2019-10-13T14:00:00Z,12.8,4.784,7.655,1.154,1.81
Malselva - loggestasjon,2019-10-13T15:00:00Z,12.99,4.775,7.657,1.133,1.62
Malselva - loggestasjon,2019-10-13T16:00:00Z,12.84,4.776,7.654,1.145,1.66
