station_name,datetime,CDOM_µg_L_corr_2022,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Lundevannet,2015-05-07T18:44:00Z,60.53554106,3.157,6.48,9.81,4.48
Lundevannet,2015-05-07T19:44:00Z,60.82967801,3.126,6.49,9.61,4.37
Lundevannet,2015-05-07T20:44:00Z,61.4504383,3.111,6.65,9.55,4.12
Lundevannet,2015-05-07T21:44:00Z,62.51631411,3.08,6.5,9.58,3.75
Lundevannet,2015-05-07T22:44:00Z,62.63485134,3.072,6.54,9.6,3.69
Lundevannet,2015-05-07T23:44:00Z,62.60039402,3.072,6.65,9.57,3.66
Lundevannet,2015-05-08T00:44:00Z,62.31975581,3.072,6.49,9.5,3.72
Lundevannet,2015-05-08T01:44:00Z,62.5354038,3.072,6.5,9.48,3.64
Lundevannet,2015-05-08T02:44:00Z,61.59019422,3.049,6.45,9.42,3.6
Lundevannet,2015-05-08T03:44:00Z,62.49727281,3.049,6.47,9.43,3.58
Lundevannet,2015-05-08T04:44:00Z,62.62308616,3.072,6.51,9.44,3.61
Lundevannet,2015-05-08T05:44:00Z,62.99568597,3.056,6.5,9.54,3.37
Lundevannet,2015-05-08T06:44:00Z,63.23710952,3.056,6.53,9.6,3.34
Lundevannet,2015-05-08T07:44:00Z,63.18849813,3.072,6.55,9.69,3.41
Lundevannet,2015-05-08T08:44:00Z,62.48560385,3.072,6.63,9.77,3.52
Lundevannet,2015-05-08T09:44:00Z,62.47597094,3.072,6.64,9.82,3.49
Lundevannet,2015-05-08T10:44:00Z,62.42789128,3.08,6.65,9.87,3.65
Lundevannet,2015-05-08T11:44:00Z,62.57784512,3.08,6.65,9.95,3.52
Lundevannet,2015-05-08T12:44:00Z,62.25797272,3.072,6.66,10.04,3.69
Lundevannet,2015-05-08T13:44:00Z,61.14712004,3.08,6.66,10.14,4.12
Lundevannet,2015-05-08T14:44:00Z,61.31750043,3.088,6.65,10.12,3.89
Lundevannet,2015-05-08T15:44:00Z,61.69314956,3.088,6.66,10.17,3.51
Lundevannet,2015-05-08T16:44:00Z,61.64035908,3.095,6.65,10.09,3.49
Lundevannet,2015-05-08T17:44:00Z,61.60172069,3.111,6.65,9.98,3.47
Lundevannet,2015-05-08T18:44:00Z,61.61218897,3.111,6.65,9.93,3.47
Lundevannet,2015-05-08T19:44:00Z,61.6103636,3.095,6.59,9.81,3.44
Lundevannet,2015-05-08T20:44:00Z,61.66345206,3.08,6.54,9.73,3.42
Lundevannet,2015-05-08T21:44:00Z,62.29423375,3.056,6.53,9.67,3.23
Lundevannet,2015-05-08T22:44:00Z,62.94274919,3.018,6.51,9.61,2.86
Lundevannet,2015-05-08T23:44:00Z,63.45869821,2.979,6.5,9.7,2.76
Lundevannet,2015-05-09T00:44:00Z,63.39293351,2.979,6.51,9.66,2.76
Lundevannet,2015-05-09T01:44:00Z,63.49104111,2.995,6.49,9.58,2.84
Lundevannet,2015-05-09T02:44:00Z,62.51631411,2.971,6.51,9.58,2.81
Lundevannet,2015-05-09T03:44:00Z,63.3040271,2.956,6.53,9.6,2.83
Lundevannet,2015-05-09T04:44:00Z,63.66939718,2.925,6.52,9.7,2.74
Lundevannet,2015-05-09T05:44:00Z,63.66086567,2.917,6.51,9.75,2.73
Lundevannet,2015-05-09T06:44:00Z,63.59150159,2.878,6.53,9.83,2.58
Lundevannet,2015-05-09T07:44:00Z,63.29945311,2.87,6.54,9.95,2.46
Lundevannet,2015-05-09T08:44:00Z,63.11978213,2.87,6.55,10.06,2.47
Lundevannet,2015-05-09T09:44:00Z,63.14289903,2.909,6.54,9.89,2.53
Lundevannet,2015-05-09T10:44:00Z,63.60434413,2.878,6.51,9.8,2.59
Lundevannet,2015-05-09T11:44:00Z,63.33718719,2.925,6.53,9.9,2.48
Lundevannet,2015-05-09T12:44:00Z,63.21914339,2.94,6.52,9.84,2.48
Lundevannet,2015-05-09T13:44:00Z,63.40077141,2.917,6.51,9.79,2.54
Lundevannet,2015-05-09T14:44:00Z,64.1836522,2.995,6.54,9.73,2.54
Lundevannet,2015-05-09T15:44:00Z,63.97235457,2.971,6.52,9.64,2.59
Lundevannet,2015-05-09T16:44:00Z,63.79781385,2.948,6.53,9.54,2.58
Lundevannet,2015-05-09T17:44:00Z,63.86958255,2.917,6.52,9.43,2.67
Lundevannet,2015-05-09T18:44:00Z,63.85790249,2.917,6.49,9.42,2.74
Lundevannet,2015-05-09T19:44:00Z,63.70437137,2.917,6.52,9.37,2.86
Lundevannet,2015-05-09T20:44:00Z,63.96874883,2.894,6.51,9.36,2.76
Lundevannet,2015-05-09T21:44:00Z,63.93587234,2.894,6.5,9.34,2.7
Lundevannet,2015-05-09T22:44:00Z,64.06829789,2.878,6.48,9.38,2.62
Lundevannet,2015-05-09T23:44:00Z,64.12322857,2.87,6.47,9.37,2.6
Lundevannet,2015-05-10T00:44:00Z,63.91253066,2.847,6.5,9.32,2.54
Lundevannet,2015-05-10T01:44:00Z,64.49356072,2.894,6.54,9.45,2.28
Lundevannet,2015-05-10T02:44:00Z,63.52350122,3.072,6.57,9.37,2.25
Lundevannet,2015-05-10T03:44:00Z,64.46043813,2.948,6.55,9.43,2.27
Lundevannet,2015-05-10T04:44:00Z,64.56982805,2.979,6.55,9.45,2.22
Lundevannet,2015-05-10T05:44:00Z,64.77879601,2.917,6.55,9.57,2.17
Lundevannet,2015-05-10T06:44:00Z,63.69818601,2.909,6.53,9.88,2.06
Lundevannet,2015-05-10T07:44:00Z,63.46896221,2.909,6.53,10.07,2.16
Lundevannet,2015-05-10T08:44:00Z,63.52033262,2.917,6.57,10.45,2.1
Lundevannet,2015-05-10T09:44:00Z,63.76468891,2.909,6.54,10.77,2.1
Lundevannet,2015-05-10T10:44:00Z,64.40946744,2.94,6.55,10.77,2.12
Lundevannet,2015-05-10T11:44:00Z,64.5765005,2.94,6.56,11.15,2.14
Lundevannet,2015-05-10T12:44:00Z,64.27276903,2.925,6.54,11.07,2.23
Lundevannet,2015-05-10T13:44:00Z,64.01059224,2.925,6.62,11.04,2.12
Lundevannet,2015-05-10T14:44:00Z,63.85978472,3.119,6.69,11.29,2.12
Lundevannet,2015-05-10T15:44:00Z,62.77901755,3.088,6.69,11.8,2.23
Lundevannet,2015-05-10T16:44:00Z,63.21351898,3.072,6.67,11.36,2.08
Lundevannet,2015-05-10T17:44:00Z,62.73531156,3.018,6.65,11.34,2.34
Lundevannet,2015-05-10T18:44:00Z,62.85521892,2.979,6.64,11.25,2.14
Lundevannet,2015-05-10T19:44:00Z,63.52808168,2.987,6.62,10.76,2.11
Lundevannet,2015-05-10T20:44:00Z,63.87937827,2.979,6.64,10.67,2.37
Lundevannet,2015-05-10T21:44:00Z,64.45519629,2.979,6.64,10.63,2.09
Lundevannet,2015-05-10T22:44:00Z,64.32395588,3.018,6.64,10.61,2.08
Lundevannet,2015-05-10T23:44:00Z,64.62273138,2.987,6.63,10.43,2.12
Lundevannet,2015-05-11T00:44:00Z,64.38691051,2.971,6.64,10.46,2.05
Lundevannet,2015-05-11T01:44:00Z,64.24640202,2.971,6.65,10.44,2.09
Lundevannet,2015-05-11T02:44:00Z,64.49747418,3.01,6.64,10.35,2.2
Lundevannet,2015-05-11T03:44:00Z,64.51178438,3.025,6.65,10.37,1.99
Lundevannet,2015-05-11T04:44:00Z,64.59633308,2.971,6.66,10.4,1.92
Lundevannet,2015-05-11T05:44:00Z,64.79012251,2.971,6.65,10.44,2.11
Lundevannet,2015-05-11T06:44:00Z,64.69772377,2.956,6.65,10.46,1.97
Lundevannet,2015-05-11T07:44:00Z,64.74364505,2.925,6.65,10.49,1.98
Lundevannet,2015-05-11T08:44:00Z,64.76490146,2.948,6.66,10.58,2.01
Lundevannet,2015-05-11T09:44:00Z,64.52062603,2.94,6.67,10.66,2.3
Lundevannet,2015-05-11T10:44:00Z,64.17785362,2.94,6.66,10.61,2.72
Lundevannet,2015-05-11T11:44:00Z,64.4001226,2.925,6.66,10.56,2.26
Lundevannet,2015-05-11T12:44:00Z,64.75280323,2.917,6.66,10.57,2.04
Lundevannet,2015-05-11T13:44:00Z,64.66520737,2.925,6.66,10.57,1.99
Lundevannet,2015-05-11T14:44:00Z,64.94082609,2.917,6.63,10.38,1.94
Lundevannet,2015-05-11T15:44:00Z,64.90186376,2.94,6.64,10.42,1.91
Lundevannet,2015-05-11T16:44:00Z,64.93098079,2.948,6.64,10.42,1.9
Lundevannet,2015-05-11T17:44:00Z,64.81948052,3.088,6.64,10.4,1.89
Lundevannet,2015-05-11T18:44:00Z,65.08630285,2.94,6.64,10.38,1.93
Lundevannet,2015-05-11T19:44:00Z,65.06449319,2.948,6.64,10.37,1.88
Lundevannet,2015-05-11T20:44:00Z,65.1347902,3.01,6.66,10.34,1.86
Lundevannet,2015-05-11T21:44:00Z,65.13719461,3.025,6.65,10.23,1.83
Lundevannet,2015-05-11T22:44:00Z,65.26048101,2.987,6.63,10.22,1.86
Lundevannet,2015-05-11T23:44:00Z,65.22652774,3.01,6.65,10.16,1.83
Lundevannet,2015-05-12T00:44:00Z,65.24593283,2.925,6.64,10.2,1.78
Lundevannet,2015-05-12T01:44:00Z,65.41766657,2.917,6.65,10.23,1.76
Lundevannet,2015-05-12T02:44:00Z,65.29169498,2.987,6.65,10.15,1.72
Lundevannet,2015-05-12T03:44:00Z,65.3327756,2.948,6.64,10.16,1.69
Lundevannet,2015-05-12T04:44:00Z,65.93675641,2.917,6.65,10.18,1.52
Lundevannet,2015-05-12T05:44:00Z,66.03731418,2.956,6.66,10.27,1.52
Lundevannet,2015-05-12T06:44:00Z,65.94052785,2.956,6.66,10.27,1.73
Lundevannet,2015-05-12T07:44:00Z,65.80553027,2.94,6.65,10.31,1.65
Lundevannet,2015-05-12T08:44:00Z,65.88157581,2.917,6.66,10.38,1.67
Lundevannet,2015-05-12T09:44:00Z,65.7605806,2.909,6.66,10.4,1.8
Lundevannet,2015-05-12T10:44:00Z,65.84128653,2.894,6.66,10.45,1.65
Lundevannet,2015-05-12T11:44:00Z,65.81777993,2.909,6.66,10.51,1.65
Lundevannet,2015-05-12T12:44:00Z,65.41399794,2.925,6.66,10.45,2.2
Lundevannet,2015-05-12T13:44:00Z,65.36526569,2.909,6.66,10.41,1.84
Lundevannet,2015-05-12T14:44:00Z,65.35837359,2.925,6.67,10.5,1.71
Lundevannet,2015-05-12T15:44:00Z,65.21746454,2.909,6.66,10.52,1.8
Lundevannet,2015-05-12T16:44:00Z,65.40428684,2.909,6.65,10.45,1.86
Lundevannet,2015-05-12T17:44:00Z,65.29746469,2.917,6.65,10.45,1.93
Lundevannet,2015-05-12T18:44:00Z,64.95039214,2.925,6.65,10.42,1.82
Lundevannet,2015-05-12T19:44:00Z,65.35539257,2.917,6.65,10.37,1.79
Lundevannet,2015-05-12T20:44:00Z,65.3939813,2.925,6.64,10.33,1.79
Lundevannet,2015-05-12T21:44:00Z,65.33077396,2.925,6.65,10.27,1.78
Lundevannet,2015-05-12T22:44:00Z,65.54090091,2.956,6.65,10.22,1.78
Lundevannet,2015-05-12T23:44:00Z,65.36913045,2.94,6.63,10.19,1.77
Lundevannet,2015-05-13T00:44:00Z,65.54776383,2.94,6.62,10.17,1.77
Lundevannet,2015-05-13T01:44:00Z,65.62792778,2.925,6.62,10.22,1.75
Lundevannet,2015-05-13T02:44:00Z,65.33032341,2.956,6.61,10.15,1.77
Lundevannet,2015-05-13T03:44:00Z,65.54277974,2.925,6.62,10.15,1.75
Lundevannet,2015-05-13T04:44:00Z,65.57424801,2.94,6.62,10.16,1.82
Lundevannet,2015-05-13T05:44:00Z,65.5670852,2.917,6.62,10.17,1.81
Lundevannet,2015-05-13T06:44:00Z,65.46825231,2.925,6.63,10.2,1.82
Lundevannet,2015-05-13T07:44:00Z,65.64667791,2.917,6.63,10.41,1.85
Lundevannet,2015-05-13T08:44:00Z,65.62303353,2.894,6.65,10.74,1.86
Lundevannet,2015-05-13T09:44:00Z,65.0981292,2.894,6.67,10.91,1.82
Lundevannet,2015-05-13T10:44:00Z,64.68133406,2.909,6.66,10.97,1.81
Lundevannet,2015-05-13T11:44:00Z,64.90654165,2.886,6.66,11.05,1.83
Lundevannet,2015-05-13T12:44:00Z,65.2751035,2.894,6.67,11.15,1.78
Lundevannet,2015-05-13T13:44:00Z,66.12400721,2.917,6.65,10.64,1.79
Lundevannet,2015-05-13T14:44:00Z,64.64005923,2.909,6.68,11.46,1.72
Lundevannet,2015-05-13T15:44:00Z,65.58776732,3.018,6.7,11.18,1.74
Lundevannet,2015-05-13T16:44:00Z,65.82142892,2.909,6.68,10.98,1.62
Lundevannet,2015-05-13T17:44:00Z,64.85295836,3.08,6.71,11.44,1.62
Lundevannet,2015-05-13T18:44:00Z,64.87110222,2.987,6.68,11.27,1.53
Lundevannet,2015-05-13T19:44:00Z,64.93784971,2.925,6.68,11.22,1.48
Lundevannet,2015-05-13T20:44:00Z,65.21593409,3.018,6.7,11.07,1.42
Lundevannet,2015-05-13T21:44:00Z,64.77170542,2.956,6.68,11.02,1.63
Lundevannet,2015-05-13T22:44:00Z,64.56985899,2.925,6.67,11.08,1.62
Lundevannet,2015-05-13T23:44:00Z,64.64085036,2.948,6.67,10.84,1.54
Lundevannet,2015-05-14T00:44:00Z,64.70222911,2.948,6.66,10.81,1.5
Lundevannet,2015-05-14T01:44:00Z,65.23994784,2.956,6.67,10.81,1.54
Lundevannet,2015-05-14T02:44:00Z,64.41231248,2.925,6.66,10.74,1.49
Lundevannet,2015-05-14T03:44:00Z,65.83117464,2.995,6.53,10.79,1.56
Lundevannet,2015-05-14T04:44:00Z,65.51175518,2.979,6.54,10.88,1.48
Lundevannet,2015-05-14T05:44:00Z,65.26474831,2.925,6.55,10.95,1.5
Lundevannet,2015-05-14T06:44:00Z,64.92135103,2.909,6.55,11.03,1.47
Lundevannet,2015-05-14T07:44:00Z,64.50149533,2.909,6.68,11.46,1.41
Lundevannet,2015-05-14T08:44:00Z,64.99381546,2.886,6.68,11.49,1.44
Lundevannet,2015-05-14T09:44:00Z,65.51183057,2.878,6.66,11.23,1.65
Lundevannet,2015-05-14T10:44:00Z,64.88264139,2.878,6.68,11.97,1.54
Lundevannet,2015-05-14T11:44:00Z,64.94903715,2.894,6.69,12.28,1.63
Lundevannet,2015-05-14T12:44:00Z,64.97126502,2.894,6.69,12.41,1.6
Lundevannet,2015-05-14T13:44:00Z,64.60921288,2.909,6.68,12.33,1.89
Lundevannet,2015-05-14T14:44:00Z,63.69463942,2.878,6.68,12.74,1.72
Lundevannet,2015-05-14T15:44:00Z,63.22653104,2.894,6.69,12.78,1.65
Lundevannet,2015-05-14T16:44:00Z,63.43132138,2.909,6.67,12.42,1.64
Lundevannet,2015-05-14T17:44:00Z,64.33102193,2.909,6.67,12.26,1.66
Lundevannet,2015-05-14T18:44:00Z,64.11843009,2.909,6.66,12.21,1.62
Lundevannet,2015-05-14T19:44:00Z,64.2016108,2.917,6.66,12.05,1.59
Lundevannet,2015-05-14T20:44:00Z,64.07701754,2.925,6.66,11.9,1.58
Lundevannet,2015-05-14T21:44:00Z,64.10006529,2.956,6.67,11.87,1.58
Lundevannet,2015-05-14T22:44:00Z,64.66934942,2.909,6.64,11.79,1.51
Lundevannet,2015-05-14T23:44:00Z,64.27923649,2.925,6.66,11.74,1.55
Lundevannet,2015-05-15T00:44:00Z,64.51851054,2.956,6.66,11.7,1.55
Lundevannet,2015-05-15T01:44:00Z,64.36059839,2.909,6.65,11.62,1.52
Lundevannet,2015-05-15T02:44:00Z,64.31220426,2.948,6.67,11.54,1.47
Lundevannet,2015-05-15T03:44:00Z,64.54492573,2.925,6.64,11.56,1.46
Lundevannet,2015-05-15T04:44:00Z,64.63931627,2.94,6.64,11.54,1.43
Lundevannet,2015-05-15T05:44:00Z,64.93410192,2.894,6.66,11.57,1.37
Lundevannet,2015-05-15T06:44:00Z,65.08277033,2.886,6.66,11.69,1.37
Lundevannet,2015-05-15T07:44:00Z,64.59198542,2.878,6.68,12.05,1.34
Lundevannet,2015-05-15T08:44:00Z,65.56,2.87,6.68,12,1.32
Lundevannet,2015-05-15T09:44:00Z,64.429589000000007,2.855,6.71,12.59,1.33
Lundevannet,2015-05-15T10:44:00Z,64.74158665,2.878,6.7,12.46,1.33
Lundevannet,2015-05-15T11:44:00Z,62.23786916,2.878,6.7,13.12,3.24
Lundevannet,2015-05-15T12:44:00Z,62.68577849,2.886,6.7,13.21,2.94
Lundevannet,2015-05-15T13:44:00Z,62.54241192,2.878,6.69,13.11,3.21
Lundevannet,2015-05-15T14:44:00Z,63.61549909,2.878,6.69,12.93,1.59
Lundevannet,2015-05-15T15:44:00Z,63.234514,2.909,6.71,12.77,1.78
Lundevannet,2015-05-15T16:44:00Z,63.60807811,2.909,6.7,12.58,1.62
Lundevannet,2015-05-15T17:44:00Z,63.5037878,2.909,6.7,12.52,1.55
Lundevannet,2015-05-15T18:44:00Z,63.33920539,2.894,6.7,12.46,1.5
Lundevannet,2015-05-15T19:44:00Z,63.6822316,2.917,6.7,12.37,1.55
Lundevannet,2015-05-15T20:44:00Z,63.63418436,2.909,6.69,12.29,1.6
Lundevannet,2015-05-15T21:44:00Z,63.8787651,2.909,6.69,12.26,1.46
Lundevannet,2015-05-15T22:44:00Z,64.86,2.925,6.62,12,1.39
Lundevannet,2015-05-15T23:44:00Z,65.42187999,2.894,6.65,11.89,1.41
Lundevannet,2015-05-16T00:44:00Z,64.98022721,2.925,6.66,11.92,1.39
Lundevannet,2015-05-16T01:44:00Z,64.90576846,2.917,6.68,11.82,1.5
Lundevannet,2015-05-16T02:44:00Z,64.55784618,2.94,6.67,11.74,1.6
Lundevannet,2015-05-16T03:44:00Z,65.14986696,2.948,6.66,11.68,1.41
Lundevannet,2015-05-16T04:44:00Z,64.3430755,2.925,6.66,11.63,2.41
Lundevannet,2015-05-16T05:44:00Z,64.49625995,2.894,6.66,11.69,2.04
Lundevannet,2015-05-16T06:44:00Z,64.93380588,2.878,6.67,11.65,1.41
Lundevannet,2015-05-16T07:44:00Z,64.88919729,2.894,6.68,11.63,1.36
Lundevannet,2015-05-16T08:44:00Z,64.89407279,2.878,6.68,11.65,1.33
Lundevannet,2015-05-16T09:44:00Z,64.7823894,2.917,6.68,11.64,1.34
Lundevannet,2015-05-16T10:44:00Z,64.7447813,2.894,6.68,11.69,1.36
Lundevannet,2015-05-16T11:44:00Z,64.71705172,2.909,6.7,11.74,1.36
Lundevannet,2015-05-16T12:44:00Z,64.91850618,2.917,6.7,11.75,1.31
Lundevannet,2015-05-16T13:44:00Z,64.247669,2.94,6.73,11.99,1.28
Lundevannet,2015-05-16T14:44:00Z,64.26,2.909,6.73,12,1.28
Lundevannet,2015-05-16T15:44:00Z,64.97977209,2.917,6.72,12.08,1.25
Lundevannet,2015-05-16T16:44:00Z,64.46813343,2.909,6.71,11.95,1.29
Lundevannet,2015-05-16T17:44:00Z,64.45155842,2.909,6.7,11.88,1.28
Lundevannet,2015-05-16T18:44:00Z,64.71705172,2.909,6.69,11.74,1.3
Lundevannet,2015-05-16T19:44:00Z,64.11163373,2.909,6.67,11.66,1.59
Lundevannet,2015-05-16T20:44:00Z,64.51045396,2.94,6.68,11.54,1.35
Lundevannet,2015-05-16T21:44:00Z,64.43742453,2.925,6.64,11.44,2.82
Lundevannet,2015-05-16T22:44:00Z,64.82327737,2.925,6.64,11.44,1.42
Lundevannet,2015-05-16T23:44:00Z,65.07808677,2.917,6.64,11.39,1.41
Lundevannet,2015-05-17T00:44:00Z,64.86607208,2.948,6.64,11.29,1.36
Lundevannet,2015-05-17T01:44:00Z,65.0141419,2.925,6.63,11.25,1.41
Lundevannet,2015-05-17T02:44:00Z,65.0289666,2.925,6.63,11.23,1.32
Lundevannet,2015-05-17T03:44:00Z,65.05873991,2.925,6.63,11.07,1.29
Lundevannet,2015-05-17T04:44:00Z,65.02934057,2.917,6.64,11.03,1.26
Lundevannet,2015-05-17T05:44:00Z,64.59024378,2.909,6.65,11.25,2.63
Lundevannet,2015-05-17T06:44:00Z,64.90016976,2.894,6.65,11.39,1.52
Lundevannet,2015-05-17T07:44:00Z,64.77514276,2.894,6.66,11.61,1.43
Lundevannet,2015-05-17T08:44:00Z,64.51234625,2.894,6.67,11.59,1.53
Lundevannet,2015-05-17T09:44:00Z,64.64186685,2.909,6.68,11.8,1.5
Lundevannet,2015-05-17T10:44:00Z,61.22273847,2.894,6.67,11.73,3.15
Lundevannet,2015-05-17T11:44:00Z,64.141515,2.886,6.68,11.92,1.79
Lundevannet,2015-05-17T12:44:00Z,64.50189897,2.886,6.69,12.05,1.49
Lundevannet,2015-05-17T13:44:00Z,64.43603868,2.909,6.69,12.11,1.49
Lundevannet,2015-05-17T14:44:00Z,62.98653652,2.917,6.7,12.51,1.55
Lundevannet,2015-05-17T15:44:00Z,63.07794029,2.909,6.7,12.37,1.59
Lundevannet,2015-05-17T16:44:00Z,63.38815845,2.909,6.7,12.13,1.52
Lundevannet,2015-05-17T17:44:00Z,64.3905663,2.886,6.67,11.96,1.56
Lundevannet,2015-05-17T18:44:00Z,64.45443973,2.909,6.67,11.85,1.42
Lundevannet,2015-05-17T19:44:00Z,64.68171389,2.886,6.66,11.8,1.44
Lundevannet,2015-05-17T20:44:00Z,64.68479778,2.847,6.65,11.73,1.5
Lundevannet,2015-05-17T21:44:00Z,64.61871586,2.855,6.65,11.62,1.46
Lundevannet,2015-05-17T22:44:00Z,64.85981801,2.878,6.64,11.55,1.37
Lundevannet,2015-05-17T23:44:00Z,64.74114016,2.878,6.63,11.51,1.4
Lundevannet,2015-05-18T00:44:00Z,65.0507728,2.87,6.62,11.48,1.38
Lundevannet,2015-05-18T01:44:00Z,64.7545893,2.855,6.62,11.36,1.36
Lundevannet,2015-05-18T02:44:00Z,64.47897169,2.94,6.6,11.28,1.28
Lundevannet,2015-05-18T03:44:00Z,64.7336341,2.995,6.63,11.19,1.28
Lundevannet,2015-05-18T04:44:00Z,64.55273151,2.94,6.63,11.3,1.24
Lundevannet,2015-05-18T05:44:00Z,64.5260101,2.917,6.64,11.48,1.22
Lundevannet,2015-05-18T06:44:00Z,64.98347225,2.886,6.64,11.65,1.32
Lundevannet,2015-05-18T07:44:00Z,64.30043465,2.894,6.66,12.13,1.21
Lundevannet,2015-05-18T08:44:00Z,64.10212259,2.894,6.67,12.4,1.28
Lundevannet,2015-05-18T09:44:00Z,63.72027196,2.87,6.67,12.36,1.26
Lundevannet,2015-05-18T10:44:00Z,63.41139031,2.878,6.68,13.02,1.39
Lundevannet,2015-05-18T11:44:00Z,63.20672761,2.878,6.68,12.97,1.26
Lundevannet,2015-05-18T12:44:00Z,63.16777517,2.894,6.68,12.79,1.28
Lundevannet,2015-05-18T13:44:00Z,63.22938717,2.894,6.69,12.84,1.39
Lundevannet,2015-05-18T14:44:00Z,63.21287023,2.878,6.69,12.67,1.33
Lundevannet,2015-05-18T15:44:00Z,62.71836129,2.909,6.66,12.63,1.48
Lundevannet,2015-05-18T16:44:00Z,62.95666017,2.894,6.69,12.56,1.19
Lundevannet,2015-05-18T17:44:00Z,62.93224064,2.979,6.73,12.54,1.11
Lundevannet,2015-05-18T18:44:00Z,62.87824954,3.08,6.73,12.33,1.08
Lundevannet,2015-05-18T19:44:00Z,63.23992618,2.979,6.64,12.14,1.15
Lundevannet,2015-05-18T20:44:00Z,63.76969328,2.956,6.6,11.82,1.22
Lundevannet,2015-05-18T21:44:00Z,65.66004844,2.925,6.58,11.27,1.35
Lundevannet,2015-05-18T22:44:00Z,65.85878247,3.15,6.61,11.2,1.36
Lundevannet,2015-05-18T23:44:00Z,64.63266305,2.956,6.63,11.72,1.17
Lundevannet,2015-05-19T00:44:00Z,64.5514207,3.095,6.63,11.42,1.13
Lundevannet,2015-05-19T01:44:00Z,64.61706342,3.196,6.62,11.28,1.13
Lundevannet,2015-05-19T02:44:00Z,64.47208907,3.297,6.62,11.04,1.15
Lundevannet,2015-05-19T03:44:00Z,69.15935676,4.265,6.8,10.99,1.47
Lundevannet,2015-05-19T04:44:00Z,65.95590326,2.987,6.61,11.27,1.21
Lundevannet,2015-05-19T05:44:00Z,64.94687929,2.948,6.62,11.46,1.2
Lundevannet,2015-05-19T06:44:00Z,66.34875556,3.227,6.71,11.52,1.2
Lundevannet,2015-05-19T07:44:00Z,64.30783416,2.925,6.71,11.82,1.26
Lundevannet,2015-05-19T08:44:00Z,63.79102657,2.878,6.71,11.96,1.23
Lundevannet,2015-05-19T09:44:00Z,63.93637248,2.909,6.7,11.94,1.21
Lundevannet,2015-05-19T10:44:00Z,63.56520022,2.909,6.75,12.16,1.77
Lundevannet,2015-05-19T11:44:00Z,62.87341203,2.917,6.74,12.21,1.26
Lundevannet,2015-05-19T12:44:00Z,62.51797158,2.917,6.73,12.29,1.39
Lundevannet,2015-05-19T13:44:00Z,62.35905559,2.917,6.74,12.3,1.49
Lundevannet,2015-05-19T14:44:00Z,62.60839299,2.917,6.75,12.24,1.46
Lundevannet,2015-05-19T15:44:00Z,62.63842062,2.94,6.75,12.19,1.38
Lundevannet,2015-05-19T16:44:00Z,62.85540323,2.94,6.75,12.22,1.33
Lundevannet,2015-05-19T17:44:00Z,62.55806043,2.925,6.74,12.09,1.29
Lundevannet,2015-05-19T18:44:00Z,62.91660423,2.909,6.7,12.08,1.32
Lundevannet,2015-05-19T19:44:00Z,63.17424996,2.925,6.73,12.02,1.31
Lundevannet,2015-05-19T20:44:00Z,63.4578206,2.979,6.7,11.99,1.33
Lundevannet,2015-05-19T21:44:00Z,64.20445025,3.18,6.73,11.89,1.41
Lundevannet,2015-05-19T22:44:00Z,63.65452547,3.049,6.65,11.84,1.52
Lundevannet,2015-05-19T23:44:00Z,63.79390229,3.025,6.65,11.75,1.67
Lundevannet,2015-05-20T00:44:00Z,63.65902332,3.025,6.65,11.68,1.71
Lundevannet,2015-05-20T01:44:00Z,63.91160653,3.072,6.64,11.61,2.71
Lundevannet,2015-05-20T02:44:00Z,63.72957966,3.157,6.64,11.55,3.43
Lundevannet,2015-05-20T03:44:00Z,64.49346939,3.111,6.63,11.51,3.05
Lundevannet,2015-05-20T04:44:00Z,64.5901633,3.095,6.64,11.5,3.2
Lundevannet,2015-05-20T05:44:00Z,65.13246809,3.041,6.64,11.61,2.61
Lundevannet,2015-05-20T06:44:00Z,64.70774376,3.01,6.64,11.66,2.47
Lundevannet,2015-05-20T07:44:00Z,64.00603058,2.995,6.65,11.72,2.38
Lundevannet,2015-05-20T08:44:00Z,64.6387213,3.025,6.66,11.87,2.52
Lundevannet,2015-05-20T09:44:00Z,65.10507989,3.056,6.65,11.82,2.81
Lundevannet,2015-05-20T10:44:00Z,63.22391852,3.025,6.67,12.44,2.56
Lundevannet,2015-05-20T11:44:00Z,63.43527914,3.018,6.68,12.53,2.62
Lundevannet,2015-05-20T12:44:00Z,63.16867362,3.025,6.76,12.7,2.63
Lundevannet,2015-05-20T13:44:00Z,63.28818831,3.041,6.79,12.83,2.64
Lundevannet,2015-05-20T14:44:00Z,63.21854497,3.025,6.79,12.79,2.59
Lundevannet,2015-05-20T15:44:00Z,63.15546718,3.025,6.84,12.78,2.61
Lundevannet,2015-05-20T16:44:00Z,62.74524062,3.056,6.85,12.76,2.63
Lundevannet,2015-05-20T17:44:00Z,62.95539332,3.095,6.85,12.65,2.58
Lundevannet,2015-05-20T18:44:00Z,63.13801929,3.056,6.85,12.51,2.56
Lundevannet,2015-05-20T19:44:00Z,63.65875707,3.095,6.82,12.31,2.47
Lundevannet,2015-05-20T20:44:00Z,63.81168841,3.072,6.79,12.23,2.48
Lundevannet,2015-05-20T21:44:00Z,64.15469733,3.049,6.75,12.15,2.48
Lundevannet,2015-05-20T22:44:00Z,64.31234341,3.049,6.76,12.01,2.54
