Date,variable,concentration_linear,daily_flux_linear,concentration_logqc,daily_flux_logqc,concentration_sensor,daily_flux_sensor,concentration_qc,daily_flux_qc
5/1/18,DOC,3.06,14348.41,1.47,6907.56,79.07,15473.11,1.37,6428.42
5/2/18,SPM,16.68,85306.49,0.76,3882.97,45.80,9760.46,1.62,8281.76
5/2/18,DOC,3.13,16005.31,1.13,5764.36,74.77,15932.90,1.38,7044.23
5/3/18,SPM,17.22,111208.16,2.55,16435.28,52.89,14229.79,1.86,12004.98
5/3/18,DOC,3.20,20684.41,1.57,10109.10,68.88,18530.85,1.40,9068.47
5/4/18,SPM,17.77,159163.91,1.33,11912.77,53.17,19845.35,2.31,20662.24
5/4/18,DOC,3.28,29361.41,1.18,10606.89,68.75,25661.94,1.46,13035.28
5/5/18,SPM,18.31,189744.32,0.87,9048.71,56.09,24218.58,2.56,26501.16
5/5/18,DOC,3.35,34730.58,1.49,15468.37,74.41,32126.79,1.48,15372.57
5/6/18,SPM,18.86,231686.17,1.38,16914.05,74.99,38393.24,2.90,35655.39
5/6/18,DOC,3.43,42094.53,0.84,10312.75,75.19,38497.18,1.52,18707.97
5/7/18,SPM,19.40,280600.58,19.40,280600.58,39.32,23694.51,3.29,47601.59
5/7/18,DOC,3.50,50623.82,3.50,50623.82,36.21,21825.46,1.57,22659.71
5/8/18,SPM,18.92,197358.19,0.86,8931.33,5.54,2406.65,2.57,26819.07
5/8/18,DOC,3.41,35586.56,1.51,15747.98,6.54,2844.21,1.49,15494.38
5/9/18,SPM,18.43,189346.12,0.90,9196.48,35.37,15139.31,2.54,26112.33
5/9/18,DOC,3.32,34122.37,1.47,15128.37,39.94,17095.82,1.48,15222.89
5/10/18,SPM,17.95,298767.29,4.85,80800.91,56.53,39213.57,3.68,61291.36
5/10/18,DOC,3.23,53808.91,1.22,20389.47,64.51,44747.88,1.61,26817.72
5/11/18,SPM,17.46,480714.21,2.36,65033.09,59.30,68024.35,5.63,154922.58
5/11/18,DOC,3.14,86523.05,2.05,56373.08,58.94,67604.01,1.83,50413.52
5/12/18,SPM,16.98,606476.86,3.22,114899.14,66.97,99688.16,7.09,253372.84
5/12/18,DOC,3.05,109085.46,1.40,50015.49,59.94,89224.37,2.00,71345.57
5/13/18,SPM,16.49,627481.13,4.23,161063.57,72.87,115513.79,7.51,285658.01
5/13/18,DOC,2.96,112783.00,1.65,62695.34,60.48,95887.06,2.04,77775.72
5/14/18,SPM,16.01,630274.29,4.92,193539.82,67.51,110762.89,7.75,304955.10
5/14/18,DOC,2.88,113199.35,1.80,70893.14,48.58,79705.67,2.07,81544.70
5/15/18,SPM,15.52,726315.49,10.43,488093.87,99.70,194365.50,9.07,424445.25
5/15/18,DOC,2.79,130343.75,2.81,131633.85,52.19,101739.30,2.22,103931.21
5/16/18,SPM,15.04,760120.98,14.61,738321.45,111.08,233947.19,9.74,492462.14
5/16/18,DOC,2.70,136293.57,3.44,173626.84,47.40,99828.88,2.30,116118.18
5/17/18,SPM,14.55,717601.83,13.11,646402.29,107.33,220502.99,9.52,469478.95
5/17/18,DOC,2.61,128551.98,3.22,158849.73,45.53,93539.93,2.27,112036.90
5/18/18,SPM,14.07,530980.53,4.09,154242.64,71.87,113027.49,7.45,281296.73
5/18/18,DOC,2.52,95027.36,1.61,60906.36,43.33,68133.79,2.04,76916.58
5/19/18,SPM,13.58,416784.91,2.60,79808.12,63.65,81375.76,6.19,189945.06
5/19/18,DOC,2.43,74511.97,4.04,123821.46,41.85,53503.11,1.90,58142.19
5/20/18,SPM,13.10,343515.62,2.33,61128.01,56.52,61756.92,5.39,141441.35
5/20/18,DOC,2.34,61343.75,2.08,54545.19,42.56,46497.67,1.80,47326.61
5/21/18,SPM,12.62,397890.19,2.56,80883.62,64.74,85077.23,6.34,200115.18
5/21/18,DOC,2.25,70967.33,2.81,88614.89,43.60,57303.72,1.91,60320.27
5/22/18,SPM,12.13,420306.73,2.82,97545.78,70.17,101301.33,6.90,239091.71
5/22/18,DOC,2.16,74866.94,1.29,44826.25,47.39,68419.42,1.98,68445.13
5/23/18,SPM,11.65,352414.66,2.62,79276.89,63.13,79595.13,6.12,185071.30
5/23/18,DOC,2.07,62684.16,1.39,42120.77,46.96,59207.60,1.89,57088.70
5/24/18,SPM,11.16,264257.40,0.39,9271.61,53.66,52932.67,4.94,116924.57
5/24/18,DOC,1.98,46930.61,0.91,21465.65,43.96,43367.68,1.75,41509.73
5/25/18,SPM,10.68,207798.82,4.46,86788.11,63.61,51587.71,4.18,81453.79
5/25/18,DOC,1.89,36841.30,0.95,18462.92,39.88,32341.03,1.67,32462.29
5/26/18,SPM,10.19,213689.23,3.61,75689.60,63.60,55558.12,4.45,93382.50
5/26/18,DOC,1.80,37815.14,1.67,35118.52,37.53,32784.91,1.70,35608.23
5/27/18,SPM,9.71,195292.96,4.11,82768.33,58.95,49419.14,4.30,86552.43
5/27/18,DOC,1.71,34488.82,1.24,24929.09,37.75,31643.31,1.68,33821.90
5/28/18,SPM,9.22,168936.36,4.76,87261.47,53.98,41197.71,3.98,72908.07
5/28/18,DOC,1.63,29766.50,0.88,16181.43,36.20,27629.03,1.64,30126.89
5/29/18,SPM,8.74,236344.16,2.22,60112.66,59.64,67216.55,5.54,149881.45
5/29/18,DOC,1.54,41538.46,3.40,91919.86,34.14,38473.49,1.82,49267.44
5/30/18,SPM,8.25,271994.24,2.51,82621.69,33.42,45888.02,6.60,217432.68
5/30/18,DOC,1.45,47668.73,1.58,52089.10,17.02,23375.15,1.94,63970.98
5/31/18,SPM,7.77,204788.92,2.31,60954.86,35.49,38984.10,5.42,142835.42
5/31/18,DOC,1.36,35775.92,2.26,59585.48,17.58,19310.81,1.81,47649.16
6/1/18,SPM,7.28,183772.52,2.47,62417.94,58.37,61363.13,5.22,131601.47
6/1/18,DOC,1.27,31987.86,1.13,28456.50,29.49,31002.25,1.78,45026.20
6/2/18,SPM,6.80,173048.12,2.44,62124.19,58.66,62210.46,5.26,133760.59
6/2/18,DOC,1.18,29995.73,1.30,32961.96,29.17,30931.18,1.79,45534.65
6/3/18,SPM,6.31,144261.65,0.26,5869.50,57.39,54625.77,4.79,109424.96
6/3/18,DOC,1.09,24885.36,0.85,19497.22,29.74,28306.34,1.74,39668.11
6/4/18,SPM,5.83,129749.30,5.83,129749.30,67.03,62156.09,4.68,104250.04
6/4/18,DOC,1.00,22255.45,1.00,22255.45,35.05,32498.89,1.72,38377.50
6/5/18,SPM,5.68,109716.95,4.54,87735.51,62.00,49902.72,4.16,80331.15
6/5/18,DOC,1.01,19454.34,0.89,17236.36,42.90,34527.11,1.66,32159.69
6/6/18,SPM,5.53,91397.65,4.86,80330.09,57.81,39809.71,3.66,60491.90
6/6/18,DOC,1.01,16763.71,1.26,20750.71,42.03,28944.36,1.61,26583.37
6/7/18,SPM,5.38,79509.74,13.48,199274.18,55.27,34031.61,3.35,49469.59
6/7/18,DOC,1.02,15095.45,2.80,41331.38,40.06,24670.87,1.57,23247.13
6/8/18,SPM,5.23,70435.14,0.99,13330.96,56.41,31655.11,3.11,41922.79
6/8/18,DOC,1.03,13852.31,1.01,13540.59,39.83,22352.70,1.55,20826.94
6/9/18,SPM,5.08,63625.20,1.11,13867.62,54.93,28663.34,2.94,36876.13
6/9/18,DOC,1.04,12971.95,0.79,9910.54,41.29,21549.43,1.53,19129.69
6/10/18,SPM,4.93,68630.50,0.96,13389.17,60.57,35133.35,3.19,44463.18
6/10/18,DOC,1.04,14517.61,1.14,15840.96,43.41,25180.71,1.56,21656.05
6/11/18,SPM,4.78,83133.17,4.81,83693.72,59.33,42991.33,3.81,66342.93
6/11/18,DOC,1.05,18261.47,1.05,18344.18,46.50,33700.21,1.63,28277.86
6/12/18,SPM,4.63,82728.35,4.79,85532.31,55.20,41095.22,3.90,69679.59
6/12/18,DOC,1.06,18888.92,0.96,17184.55,44.37,33035.03,1.64,29224.06
6/13/18,SPM,4.48,71255.00,4.90,77886.26,52.39,34718.44,3.55,56443.33
6/13/18,DOC,1.06,16927.61,1.43,22769.51,42.33,28055.93,1.60,25381.69
6/14/18,SPM,4.33,59344.95,0.97,13361.72,51.79,29575.03,3.16,43246.97
6/14/18,DOC,1.07,14684.50,1.07,14712.45,38.19,21810.23,1.55,21261.07
6/15/18,SPM,4.18,79835.69,4.67,89166.37,58.25,46356.74,4.12,78688.24
6/15/18,DOC,1.08,20600.12,0.81,15558.29,35.76,28461.86,1.66,31714.65
6/16/18,SPM,4.03,118254.28,2.66,78102.85,82.46,100820.28,5.95,174642.36
6/16/18,DOC,1.09,31858.65,0.97,28374.85,31.41,38402.21,1.87,54811.84
6/17/18,SPM,3.88,99244.88,2.42,61956.36,62.10,66185.85,5.28,135015.31
6/17/18,DOC,1.09,27953.73,1.40,35860.81,28.74,30634.02,1.79,45829.15
6/18/18,SPM,3.73,87609.68,0.34,8050.15,56.96,55742.83,4.90,115198.75
6/18/18,DOC,1.10,25836.63,0.88,20627.49,27.70,27105.42,1.75,41088.80
6/19/18,SPM,3.58,108017.48,2.62,79164.06,63.01,79220.94,6.10,184048.69
6/19/18,DOC,1.11,33405.25,1.34,40562.01,27.08,34042.13,1.88,56866.83
6/20/18,SPM,3.43,190607.22,22.08,1227055.58,166.07,384533.25,10.64,591344.45
6/20/18,DOC,1.11,61921.55,4.39,243900.68,35.40,81962.45,2.40,133315.37
6/21/18,SPM,3.28,239405.12,8.20,598512.80,196.05,596240.46,13.76,1004038.28
6/21/18,DOC,1.12,81852.36,3.00,218968.10,64.55,196307.19,2.75,200848.35
6/22/18,SPM,3.13,202079.48,8.20,529409.49,146.71,394654.92,12.25,790826.96
6/22/18,DOC,1.13,72862.98,1.80,116208.21,81.83,220142.68,2.58,166641.35
6/23/18,SPM,2.98,156868.03,17.44,917814.34,117.43,257565.85,10.12,532579.72
6/23/18,DOC,1.14,59784.32,3.82,200837.39,74.14,162625.25,2.34,123161.83
6/24/18,SPM,2.83,149863.79,17.90,947652.34,112.83,248966.65,10.17,538751.86
6/24/18,DOC,1.14,60520.46,3.87,205182.31,82.79,182671.63,2.35,124237.05
6/25/18,SPM,2.68,106214.25,5.06,200448.78,78.00,128799.24,7.79,308789.03
6/25/18,DOC,1.15,45577.01,1.83,72576.38,79.39,131102.80,2.08,82287.50
6/26/18,SPM,2.53,90909.08,3.30,118540.59,66.02,98841.70,7.13,256191.92
6/26/18,DOC,1.16,41578.97,1.42,51070.47,65.91,98672.98,2.00,71913.81
6/27/18,SPM,2.38,83091.38,2.91,101583.54,70.69,102824.27,6.95,242550.68
6/27/18,DOC,1.16,40647.94,1.32,46059.25,55.63,80930.59,1.98,69151.06
6/28/18,SPM,2.23,72493.19,2.52,82075.68,65.95,89334.12,6.52,211872.80
6/28/18,DOC,1.17,38080.98,1.89,61476.85,56.88,77045.04,1.93,62806.46
6/29/18,SPM,2.08,57114.87,2.33,64074.25,58.92,67414.84,5.61,154174.56
6/29/18,DOC,1.18,32362.48,2.27,62385.61,55.08,63020.61,1.83,50244.06
6/30/18,SPM,1.93,47398.91,0.72,17678.49,56.89,58210.77,5.10,125156.35
6/30/18,DOC,1.19,29119.98,1.05,25749.55,53.02,54257.71,1.77,43495.37
7/1/18,SPM,1.78,38031.30,2.63,56260.24,54.48,48497.97,4.53,96684.65
7/1/18,DOC,1.19,25486.46,1.47,31351.52,47.67,42440.87,1.71,36458.68
7/2/18,SPM,1.63,35839.07,1.63,35839.07,53.89,49367.99,4.64,101938.49
7/2/18,DOC,1.20,26384.59,1.20,26384.59,41.90,38388.52,1.72,37795.40
7/3/18,SPM,1.68,41877.15,1.08,26968.14,57.39,59601.62,5.16,128636.63
7/3/18,DOC,1.20,29848.67,1.10,27415.68,36.22,37618.27,1.78,44324.48
7/4/18,SPM,1.73,43099.68,1.03,25547.12,56.82,58960.46,5.16,128472.34
7/4/18,DOC,1.20,29768.91,1.10,27396.88,35.03,36352.38,1.78,44285.48
7/5/18,SPM,1.78,41181.51,0.26,6123.46,54.75,52758.45,4.84,111931.30
7/5/18,DOC,1.19,27586.49,0.83,19096.31,34.08,32843.86,1.74,40287.23
7/6/18,SPM,1.83,43205.56,0.37,8738.26,53.36,52469.40,4.92,116197.54
7/6/18,DOC,1.19,28092.04,0.89,21110.06,33.33,32765.97,1.75,41332.61
7/7/18,SPM,1.88,41935.79,5.03,112146.38,54.21,50351.68,4.69,104568.25
7/7/18,DOC,1.19,26485.20,1.13,25222.60,33.40,31019.83,1.73,38457.36
7/8/18,SPM,1.93,38578.01,4.19,83628.36,51.45,42822.67,4.28,85413.43
7/8/18,DOC,1.19,23683.24,1.17,23349.71,32.01,26638.41,1.68,33520.20
7/9/18,SPM,1.98,35321.48,4.79,85363.66,51.37,38147.55,3.89,69369.41
7/9/18,DOC,1.18,21091.88,0.97,17286.77,31.55,23433.45,1.63,29136.68
7/10/18,SPM,2.03,34334.38,4.84,81774.28,50.76,35740.35,3.73,62964.23
7/10/18,DOC,1.18,19955.30,1.16,19668.81,29.74,20935.68,1.62,27305.14
7/11/18,SPM,2.08,34339.85,4.86,80192.97,51.37,35301.53,3.65,60260.26
7/11/18,DOC,1.18,19437.65,1.26,20857.52,27.49,18890.74,1.61,26515.29
7/12/18,SPM,2.13,34581.37,4.88,79113.95,51.86,35045.33,3.60,58456.08
7/12/18,DOC,1.18,19074.58,1.34,21724.13,26.67,18021.69,1.60,25982.29
7/13/18,SPM,2.18,35197.52,4.88,78756.57,52.98,35598.59,3.59,57865.78
7/13/18,DOC,1.17,18929.18,1.37,22021.72,26.06,17508.80,1.60,25806.81
7/14/18,SPM,2.23,32638.95,16.23,237222.95,52.22,31803.67,3.32,48508.71
7/14/18,DOC,1.17,17123.44,3.14,45828.87,26.06,15872.02,1.57,22945.86
7/15/18,SPM,2.28,30640.63,0.99,13324.85,49.96,27938.92,3.10,41664.43
7/15/18,DOC,1.17,15689.39,0.99,13318.79,26.73,14948.27,1.55,20741.73
7/16/18,SPM,2.33,30241.32,1.02,13263.83,50.35,27190.03,3.02,39169.83
7/16/18,DOC,1.17,15120.66,0.87,11289.79,26.35,14228.87,1.54,19909.91
7/17/18,SPM,2.38,31274.13,1.01,13285.28,51.77,28302.86,3.05,40029.50
7/17/18,DOC,1.16,15276.24,0.91,11966.13,24.45,13364.15,1.54,20198.45
7/18/18,SPM,2.43,35001.63,9.46,136110.81,51.32,30752.65,3.28,47117.75
7/18/18,DOC,1.16,16709.84,2.71,39017.36,23.26,13936.96,1.56,22506.39
7/19/18,SPM,2.48,37604.24,8.98,135995.68,57.58,36316.65,3.41,51646.27
7/19/18,DOC,1.16,17553.21,2.18,32957.99,22.81,14389.20,1.58,23922.89
7/20/18,SPM,2.53,50088.55,4.30,84900.79,66.91,55100.83,4.24,83777.52
7/20/18,DOC,1.16,22870.20,1.07,21220.61,24.85,20467.06,1.67,33084.86
7/21/18,SPM,2.58,46072.46,4.79,85371.99,58.37,43352.28,3.89,69384.70
7/21/18,DOC,1.15,20585.12,0.97,17281.71,27.55,20461.96,1.63,29140.99
7/22/18,SPM,2.63,44683.46,4.84,82013.99,57.36,40535.16,3.74,63380.37
7/22/18,DOC,1.15,19543.46,1.15,19496.56,28.46,20108.36,1.62,27425.77
7/23/18,SPM,2.69,40808.80,8.40,127639.58,69.06,43736.59,3.42,52017.18
7/23/18,DOC,1.15,17478.63,2.09,31742.57,26.63,16861.63,1.58,24037.14
7/24/18,SPM,2.74,38100.04,0.96,13390.23,64.49,37431.11,3.20,44510.57
7/24/18,DOC,1.15,15985.57,1.14,15885.96,25.65,14885.71,1.56,21671.37
7/25/18,SPM,2.79,36659.75,1.01,13290.65,54.21,29725.02,3.06,40247.47
7/25/18,DOC,1.15,15072.52,0.92,12141.42,25.57,14021.79,1.54,20271.29
7/26/18,SPM,2.84,47568.87,4.85,81296.04,54.72,38249.92,3.70,62138.90
7/26/18,DOC,1.14,19171.33,1.19,20018.58,27.95,19536.64,1.61,27065.16
7/27/18,SPM,2.89,42262.29,15.74,230473.52,53.80,32827.29,3.32,48666.45
7/27/18,DOC,1.14,16701.29,3.08,45051.70,30.30,18488.22,1.57,22995.44
7/28/18,SPM,2.94,37159.85,1.04,13222.37,52.14,27493.24,2.97,37559.10
7/28/18,DOC,1.14,14403.51,0.80,10086.09,26.94,14204.57,1.53,19363.63
7/29/18,SPM,2.99,35111.73,2.27,26728.67,52.62,25775.08,2.81,33002.64
7/29/18,DOC,1.14,13352.70,0.96,11302.79,24.96,12227.49,1.51,17774.63
7/30/18,SPM,3.04,35981.24,2.08,24655.75,54.75,27028.76,2.82,33454.97
7/30/18,DOC,1.13,13428.78,0.94,11121.47,23.92,11810.94,1.51,17935.50
7/31/18,SPM,3.09,35970.70,2.52,29320.92,53.79,26116.91,2.79,32491.96
7/31/18,DOC,1.13,13178.62,0.99,11514.33,22.60,10975.11,1.51,17592.13
8/1/18,SPM,3.14,33919.53,0.77,8349.97,56.55,25475.93,2.64,28523.66
8/1/18,DOC,1.13,12202.38,1.60,17271.53,21.25,9575.28,1.49,16139.30
8/2/18,SPM,3.19,38423.82,1.71,20617.13,58.91,29589.68,2.86,34480.93
8/2/18,DOC,1.13,13576.21,0.89,10729.98,22.58,11342.13,1.52,18297.70
8/3/18,SPM,3.24,34338.87,0.82,8659.00,91.23,40316.33,2.60,27589.42
8/3/18,DOC,1.12,11919.36,1.55,16431.48,22.82,10085.98,1.49,15787.52
8/4/18,SPM,3.29,33621.93,0.91,9277.02,60.75,25883.57,2.53,25905.58
8/4/18,DOC,1.12,11467.83,1.46,14948.48,23.99,10221.32,1.48,15143.00
8/5/18,SPM,3.34,34554.76,0.88,9065.63,54.62,23559.53,2.56,26456.01
8/5/18,DOC,1.12,11583.98,1.49,15428.78,25.19,10864.70,1.48,15355.23
8/6/18,SPM,3.39,32434.14,1.10,10510.13,53.75,21439.37,2.42,23130.29
8/6/18,DOC,1.12,10689.07,1.32,12596.00,24.79,9886.35,1.47,14048.12
8/7/18,SPM,3.44,30287.84,1.40,12298.38,53.32,19568.39,2.28,20080.74
8/7/18,DOC,1.11,9814.92,1.15,10153.26,25.02,9183.42,1.45,12790.56
8/8/18,SPM,3.49,28757.83,1.56,12847.16,52.36,17982.07,2.18,17958.47
8/8/18,DOC,1.11,9165.30,0.96,7926.78,25.31,8693.80,1.44,11875.19
8/9/18,SPM,3.54,28078.83,0.88,7009.09,50.89,16824.34,2.12,16847.35
8/9/18,DOC,1.11,8802.97,0.96,7587.16,26.47,8749.42,1.43,11380.59
8/10/18,SPM,3.59,31904.73,1.36,12088.54,52.05,19279.05,2.29,20392.66
8/10/18,DOC,1.11,9841.26,1.17,10395.86,25.85,9575.45,1.45,12922.14
8/11/18,SPM,3.64,30586.39,1.21,10131.36,52.48,18377.10,2.21,18551.45
8/11/18,DOC,1.10,9284.37,0.98,8207.08,25.49,8927.19,1.44,12134.66
8/12/18,SPM,3.69,37860.10,0.90,9217.74,61.59,26333.37,2.54,26057.41
8/12/18,DOC,1.10,11311.37,1.47,15080.53,27.75,11865.39,1.48,15201.69
8/13/18,SPM,3.74,42088.84,3.74,42088.84,63.63,29835.56,2.72,30576.62
8/13/18,DOC,1.10,12379.07,1.10,12379.07,38.95,18262.65,1.50,16898.87
8/14/18,SPM,3.61,40089.20,2.24,24841.01,62.17,28773.08,2.69,29890.61
8/14/18,DOC,1.09,12142.89,0.94,10431.57,41.56,19236.75,1.50,16647.04
8/15/18,SPM,3.48,37899.49,1.05,11421.92,55.72,25299.18,2.65,28909.45
8/15/18,DOC,1.09,11837.40,0.74,8106.08,39.84,18087.74,1.49,16283.42
8/16/18,SPM,3.35,36579.91,1.18,12855.42,51.84,23606.57,2.66,29056.51
8/16/18,DOC,1.08,11797.57,0.77,8423.25,36.22,16491.51,1.50,16338.19
8/17/18,SPM,3.22,42842.56,1.00,13311.68,52.42,29094.48,3.09,41113.23
8/17/18,DOC,1.07,14288.93,0.96,12852.95,34.20,18980.72,1.54,20559.35
8/18/18,SPM,3.09,43995.84,3.24,46230.86,52.42,31146.42,3.25,46405.19
8/18/18,DOC,1.07,15198.91,1.86,26451.61,34.50,20499.04,1.56,22279.66
8/19/18,SPM,2.95,47020.83,4.90,77924.12,52.72,34962.66,3.55,56504.76
8/19/18,DOC,1.06,16855.16,1.43,22736.28,33.94,22502.90,1.60,25400.12
8/20/18,SPM,2.82,61942.94,1.69,37142.48,63.61,58140.96,4.63,101511.69
8/20/18,DOC,1.05,23084.02,1.22,26747.57,35.44,32394.13,1.72,37687.53
8/21/18,SPM,2.69,67056.26,1.01,25263.27,64.10,66507.91,5.16,128438.45
8/21/18,DOC,1.05,26034.67,1.10,27393.00,44.61,46285.45,1.78,44277.43
8/22/18,SPM,2.56,70948.70,2.43,67302.13,60.18,69446.32,5.66,156664.03
8/22/18,DOC,1.04,28764.69,1.61,44611.89,45.74,52778.71,1.83,50807.27
8/23/18,SPM,2.43,63837.25,2.33,61080.96,56.20,61491.02,5.40,141818.37
8/23/18,DOC,1.03,27096.22,2.13,55869.61,46.24,50598.81,1.81,47413.92
8/24/18,SPM,2.30,48599.74,3.17,66981.88,54.06,47598.05,4.48,94728.53
8/24/18,DOC,1.03,21658.58,1.59,33514.61,39.89,35116.50,1.70,35955.89
8/25/18,SPM,2.17,39760.12,4.76,87309.26,53.11,40566.27,3.98,72998.55
8/25/18,DOC,1.02,18663.59,0.88,16154.82,35.87,27396.21,1.64,30152.02
8/26/18,SPM,2.04,33916.89,4.85,80772.38,56.63,39268.48,3.68,61242.73
8/26/18,DOC,1.01,16829.86,1.23,20411.13,36.16,25073.31,1.61,26803.49
8/27/18,SPM,1.91,25759.61,0.99,13335.96,60.15,33849.43,3.12,42135.46
8/27/18,DOC,1.00,13567.38,1.02,13724.84,35.64,20054.65,1.55,20896.96
8/28/18,SPM,1.78,20352.45,3.05,34941.75,59.88,28586.30,2.75,31547.24
8/28/18,DOC,1.00,11431.33,1.04,11926.06,32.66,15590.53,1.51,17251.96
8/29/18,SPM,1.65,15806.37,1.09,10440.43,66.95,26797.79,2.42,23269.94
8/29/18,DOC,0.99,9518.75,1.32,12711.53,31.70,12686.70,1.47,14104.27
8/30/18,SPM,1.51,13895.44,1.24,11387.14,55.25,21122.56,2.35,21517.10
8/30/18,DOC,0.98,9028.70,1.23,11284.37,30.72,11744.17,1.46,13390.67
8/31/18,SPM,1.38,13173.57,1.12,10617.41,50.74,20129.06,2.41,22918.91
8/31/18,DOC,0.98,9304.59,1.30,12421.72,29.66,11765.20,1.47,13962.91
9/1/18,SPM,1.25,11317.03,1.30,11724.57,50.24,18910.28,2.32,20959.66
9/1/18,DOC,0.97,8767.00,1.20,10841.19,29.38,11060.07,1.46,13159.51
9/2/18,SPM,1.12,9354.24,1.34,11152.20,50.52,17554.06,2.20,18309.24
9/2/18,DOC,0.96,8035.25,0.97,8092.60,30.96,10757.69,1.44,12029.04
9/3/18,SPM,0.99,8187.81,1.51,12469.84,50.98,17550.64,2.18,18031.77
9/3/18,DOC,0.96,7906.12,0.96,7961.43,31.07,10695.81,1.44,11907.43
9/4/18,SPM,0.86,6900.66,0.86,6900.66,53.00,17721.05,2.14,17167.67
9/4/18,DOC,0.95,7622.83,0.95,7622.83,30.60,10231.15,1.44,11524.34
9/5/18,SPM,0.86,6616.80,0.94,7273.93,53.68,17276.69,2.09,16111.00
9/5/18,DOC,0.97,7523.64,0.97,7502.98,29.58,9518.46,1.43,11046.33
9/6/18,SPM,0.85,6109.97,1.43,10273.78,52.08,15538.42,1.99,14213.24
9/6/18,DOC,1.00,7146.86,0.80,5696.26,28.52,8508.63,1.42,10158.31
9/7/18,SPM,0.85,5773.10,2.73,18534.45,51.25,14504.53,1.92,13035.05
9/7/18,DOC,1.02,6942.81,1.06,7201.70,28.24,7990.45,1.41,9585.23
9/8/18,SPM,0.85,5423.79,2.52,16130.30,50.96,13602.12,1.85,11852.61
9/8/18,DOC,1.05,6702.62,1.66,10657.68,27.31,7290.04,1.40,8990.66
9/9/18,SPM,0.84,5157.98,2.36,14450.13,50.71,12923.13,1.80,10999.30
9/9/18,DOC,1.07,6546.58,2.38,14535.70,27.46,6998.25,1.40,8547.95
9/10/18,SPM,0.84,4967.60,2.26,13340.04,50.69,12490.47,1.76,10421.33
9/10/18,DOC,1.09,6472.33,3.08,18212.74,27.81,6853.02,1.39,8240.87
9/11/18,SPM,0.84,4816.84,2.17,12515.96,52.51,12596.91,1.73,9984.08
9/11/18,DOC,1.12,6439.51,3.79,21802.40,27.98,6711.03,1.39,8004.35
9/12/18,SPM,0.83,4870.65,2.22,12973.13,51.54,12552.15,1.75,10227.56
9/12/18,DOC,1.14,6678.20,3.37,19703.69,27.81,6771.67,1.39,8136.52
9/13/18,SPM,0.83,4827.08,2.20,12820.66,49.93,12098.16,1.74,10146.61
9/13/18,DOC,1.17,6785.06,3.50,20371.98,27.66,6701.69,1.39,8092.71
9/14/18,SPM,0.83,4818.78,2.21,12890.98,50.90,12362.32,1.75,10183.98
9/14/18,DOC,1.19,6941.03,3.44,20060.02,28.27,6865.31,1.39,8112.95
9/15/18,SPM,0.82,4963.82,2.32,13965.22,61.50,15448.77,1.78,10748.31
9/15/18,DOC,1.21,7324.03,2.65,16005.11,29.12,7314.84,1.40,8415.35
9/16/18,SPM,0.82,5009.17,2.36,14408.43,66.72,16982.21,1.80,10977.80
9/16/18,DOC,1.24,7568.06,2.40,14654.71,30.43,7744.27,1.40,8536.64
9/17/18,SPM,0.82,6511.44,0.87,6961.53,64.15,21311.37,2.13,16986.43
9/17/18,DOC,1.26,10069.85,0.95,7602.71,31.79,10559.61,1.44,11443.12
9/18/18,SPM,0.81,5940.11,1.30,9492.43,56.01,17045.39,2.01,14684.84
9/18/18,DOC,1.29,9399.77,0.77,5600.04,32.88,10004.35,1.42,10382.81
9/19/18,SPM,0.81,5688.74,1.33,9342.79,51.67,15121.13,1.96,13769.29
9/19/18,DOC,1.31,9208.11,1.10,7709.53,33.76,9878.99,1.42,9944.48
9/20/18,SPM,0.81,6700.54,1.41,11691.24,53.97,18677.60,2.19,18191.40
9/20/18,DOC,1.34,11090.65,0.97,8036.89,34.31,11873.80,1.44,11977.47
9/21/18,SPM,0.80,7385.32,1.23,11343.45,54.94,21045.18,2.35,21591.65
9/21/18,DOC,1.36,12496.14,1.23,11344.04,34.88,13360.83,1.46,13421.43
9/22/18,SPM,0.80,7277.99,1.27,11570.29,52.01,19716.69,2.33,21210.58
9/22/18,DOC,1.38,12584.86,1.21,11040.02,35.76,13556.48,1.46,13263.82
9/23/18,SPM,0.80,8617.90,0.77,8342.37,56.07,25274.44,2.64,28547.51
9/23/18,DOC,1.41,15224.56,1.60,17293.14,36.44,16424.63,1.49,16148.23
9/24/18,SPM,0.79,9727.85,1.41,17278.36,76.03,38847.27,2.90,35526.96
9/24/18,DOC,1.43,17552.83,0.84,10356.87,45.68,23340.31,1.52,18663.32
9/25/18,SPM,0.79,9970.72,1.05,13217.61,71.45,37572.07,2.96,37378.13
9/25/18,DOC,1.46,18370.80,0.79,9955.96,55.20,29026.70,1.53,19301.78
9/26/18,SPM,0.79,9756.61,1.24,15352.38,70.22,36289.52,2.92,36245.45
9/26/18,DOC,1.48,18351.06,0.82,10114.55,65.01,33597.05,1.52,18912.40
9/27/18,SPM,0.78,11378.73,18.05,262132.64,99.18,60027.88,3.30,47967.17
9/27/18,DOC,1.50,21842.85,3.35,48622.21,76.43,46260.27,1.57,22775.24
9/28/18,SPM,0.78,10271.79,1.01,13291.70,61.64,33821.22,3.06,40290.38
9/28/18,DOC,1.53,20119.25,0.92,12176.10,82.63,45338.73,1.54,20285.62
9/29/18,SPM,0.78,9041.11,2.55,29629.63,57.59,27931.44,2.79,32434.71
